お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,1位,丈希,「ペンだけは走ってますね」と言われる,60,97.41,マイナス雑学/いわな/グリングリン死因/けーこ(2)/ソトノトス(2)/ターンブル/ままごとうさぎ(2)/ケレン味/rayleigh/ゆじた(3)/ダダダチョウ/月の瞼/おかかかカカオ/ハム多浪/明転や/中沢の人/シング/肘から5分/スミ(2)/猿も木からつくる/群青日和/しょしょ/パブロ風の犬/棒/そにぃ/こんなところにエビチリ(3)/螺旋貝柱(2)/松永エンドレス(2)/砂彩(3)/タケSOS/えのきときのこ/ししだ/タクラマカン砂漠/くじ運/たいら(2)/ゆるむ(2)/滅相もない/珍百景のクロ/黒胡椒/紺色/金天街(3)/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,2位,しょしょ,「一緒にボケような」,43,79.67,れれれのれき/ルッカ/プルインザボ/まつきよ/充/ちぇん/幻/ターンブル/ままごとうさぎ(2)/ゆじた/二階から手続き/きのひと/まるまる/古い絵画/さの(3)/スミ/りす/棒/砂糖/カナリカリガ・タカ/柚苑/大喜利の母(2)/ラータ(3)/螺旋貝柱/こんぺいとう雑誌/砂彩/ラジウス/ししだ/一酸化炭素/たいら(2)/受験生/ゆるむ/ナルシマアンバイ/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,3位,そにぃ,どっちか分からない「こんなマラソンは嫌だ」が聞こえてくる,41,77.58,れれれのれき/けーこ/まつきよ/だうらぎり/ソトノトス(2)/ちぇん/ターンブル/ままごとうさぎ(2)/rayleigh/二階から手続き(2)/まるまる/ハム多浪(3)/明転や/パブロ風の犬/柚苑/こんなところにエビチリ(3)/こんぺいとう雑誌/春屋○イ/うえじゅん/きらら/かぎや/ししだ/マイケルコース/ニラ玉/かるかも/一酸化炭素(2)/ととまる/珍百景のクロ/紺色(2)/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,4位,ととまる,滑った方ががマシな坂がある,37,73.4,いわな/プルインザボ/リック/ペンチョ/ボサライミ/まつきよ/ソトノトス(2)/幻/ターンブル/ケレン味/二階から手続き/でん/ダダダチョウ/月の瞼/シング/さの/スミ(2)/猿も木からつくる/しょしょ/ホルマリン/五言舌禍/螺旋貝柱/松永エンドレス(3)/砂彩/えのきときのこ(2)/ししだ/かるかも/滅相もない/紺色/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,5位,だうらぎり,ギャルのこと考えながら走る1kmがある,34,70.27,ルッカ/リック/オモチョレ/ソトノトス/ちぇん/ケレン味(2)/rayleigh/二階から手続き(2)/まるまる/明転や/Figaro/スミ/五言舌禍/クリシェ/こんなところにエビチリ(3)/螺旋貝柱(2)/春屋○イ/うえじゅん/ししだ(2)/タクラマカン砂漠(3)/トリニダード木箱/ととまる/紺色/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,6位,くじ運,ウケなかった時は息切れしたふりをする,32,68.19,白滝BOX/ルッカ/ふともも/けーこ/ペンチョ/まつきよ/ケレン味/きのひと/まるまる/中沢の人/シング(2)/群青日和/パブロ風の犬/ホルマリン/螺旋貝柱/えのきときのこ/ここはが/Kキチ/ししだ/トリニダード木箱/一酸化炭素(3)/ナルシマアンバイ/アナゴさん/黒胡椒(2)/丈希/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,7位,あらあら帝国,スベったら逃げるように走る,30,66.1,グリングリン死因(2)/だうらぎり/充/幻/ゆじた/スポーツバッグ/ダダダチョウ/便シモンズ(3)/明転や/古い絵画/りす/しょしょ/棒/砂糖/こねぎ/砂彩/ラジウス/くじ運/未来永劫ちゃんねる/ゆるむ/アナゴさん/丈希/紺色(2)/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,7位,ソトノトス,前の選手が落とした要素を拾う,30,66.1,プルインザボ/ペンチョ/ちぇん/でん/あらあら帝国/赤い髪/まるまる/月の瞼/おかかかカカオ/古い絵画/Figaro/猿も木からつくる/ホルマリン/カナリカリガ・タカ/そにぃ/こんなところにエビチリ(3)/螺旋貝柱/こねぎ/タケSOS/うえじゅん/タクラマカン砂漠/かるかも/滅相もない/ととまる/珍百景のクロ/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,9位,赤色のメイさん,黒人の選手は速いし何を言ってもウケる,29,65.05,ルッカ/ふともも/まつきよ/ちぇん/幻/スポーツバッグ/あらあら帝国/赤い髪/おかかかカカオ/シング/肘から5分/Figaro(2)/猿も木からつくる/そにぃ/後悔しない名前を付けよう/こんなところにエビチリ(3)/螺旋貝柱/松永エンドレス(2)/タケSOS/ここはが/トリニダード木箱/たいら/ゆるむ/ナルシマアンバイ/むらさき
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,10位,うえじゅん,少しだけコースを外れた人が優勝した,28,64.01,ソトノトス/幻/ケレン味(2)/rayleigh(2)/ゆじた/二階から手続き/ダダダチョウ/まるまる(2)/月の瞼/明転や/群青日和/しょしょ/そにぃ/こんなところにエビチリ(2)/春屋○イ/かぎや/机上で実演(2)/珍百景のクロ(2)/丈希/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,10位,えのきときのこ,みんなマラソンの部分いらないと思っている,28,64.01,グリングリン死因(2)/ふともも/けーこ/ノブコフ/ペンチョ/幻/ターンブル/ゆじた(3)/baseball /スポーツバッグ/赤い髪/月の瞼/ハム多浪/ホルマリン/大喜利の母/螺旋貝柱/一酸化炭素/机上で実演/受験生/ナルシマアンバイ/アナゴさん/紺色/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,12位,家田風車,またアホ山学院大学のお題だ,27,62.97,ノブコフ/ペンチョ/ちぇん/rayleigh/二階から手続き/赤い髪/おかかかカカオ(2)/シング/古い絵画/Figaro/りす/後悔しない名前を付けよう/packetman/こんなところにエビチリ(2)/うえじゅん/Kキチ/ししだ/かるかも/机上で実演(2)/たいら(2)/ゆるむ/アナゴさん/ととまる
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,13位,こんぺいとう雑誌,後半は叫ぶ回答が増える,26,61.92,いわな/グリングリン死因/プルインザボ/リック/充/rayleigh/baseball /アガリブル/明転や/中沢の人/棒/カナリカリガ・タカ/大喜利の母/ラジウス/ここはが/かぎや/Kキチ(2)/マイケルコース/くじ運/ゆるむ/アナゴさん/むらさき/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,14位,かぎや,先頭で出題し続ける最強の主催がいる,25,60.88,白滝BOX/ノブコフ/ボサライミ/オモチョレ/二階から手続き/スポーツバッグ/アガリブル(3)/赤い髪/おかかかカカオ/肘から5分/Figaro/棒/クリシェ/螺旋貝柱/春屋○イ/かるかも/滅相もない/アナゴさん/ととまる/珍百景のクロ/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,15位,一酸化炭素,長文で回答すると会場がわく,24,59.84,マイナス雑学/プルインザボ/ボサライミ/だうらぎり/充/あらあら帝国/赤い髪/中沢の人/しょしょ/後悔しない名前を付けよう/packetman/クリシェ/螺旋貝柱/砂彩(2)/ここはが/うえじゅん/Kキチ/マイケルコース/滅相もない/アナゴさん/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,15位,大喜利の母,寺田寛明は第1走者から5分遅れでスタートする,24,59.84,ノブコフ/二階から手続き/でん(2)/おかかかカカオ(2)/明転や/肘から5分/りす/後悔しない名前を付けよう/柚苑/螺旋貝柱/砂彩/タケSOS(2)/一酸化炭素(2)/机上で実演/金天街(3)/投票ボーナス(3)
2360_9799_TJC,2023-04-08,117人,大喜利好きがマラソンしながら回答していく大会でありがちなこと,NA,17位,こねぎ,あの店の名前、だいたいみんな回答に使うよな,23,58.79,ノブコフ/だうらぎり/オモチョレ/ソトノトス/充/アガリブル/Figaro/パブロ風の犬/そにぃ/packetman/ラータ/螺旋貝柱/えのきときのこ(3)/机上で実演/ナルシマアンバイ/アナゴさん/ととまる/珍百景のクロ/投票ボーナス(3)
