お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,1位,ふふふん,天気予報で「この人によるでしょう」って言われた,77,94.48,D-6/めがねの突撃(2)/うわぁ/kubodi/デミ侍/りんかんがっこう/ましましのしま(2)/ジョンとも/がんばりま翔/ううここ/灰根/ベンジャミン(2)/ブラホック左乳/試家軽気(2)/大喜利/雨はやさしく/是非(2)/アルマジき(2)/中サラ(2)/ダーツ部部長/柑橘瑠偉/ほろほろ/一流(2)/ペッタ/No Image/昨日のおみや(3)/唯月/akamutu(2)/中身(2)/しゅうぴょんz/ふもー/ほに/セトピア/いりまめ/金庫番/合鴨の世界/おあつらえ/川淵(2)/むもん/ノビッタ/チェルカ/ゆーびっく/ねむみ/ほぼ赤ちゃん(2)/右肩重心/ハチコー/ダダダチョウ/ゆうらいど/気球マイスター/よんずい/あまるる/白黒まみれ/辺見豪(2)/ライトオンキュー/大喜利の母(3)/明石/錯乱/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,2位,むもん,あだ名が「うんこ漏らし」から「雨男」に変わった,61,81.91,遠くを見ている/灰根/資本ネコ/フイ/アルマジき/2番管/No Image(3)/IWA(2)/たけけ/昨日のおみや/中身(3)/しゅうぴょんz(2)/良い革靴/若干名/ふもー(2)/恥さらしのスパゲッティ/ほに/ぱいそん/おあつらえ/バトルアックス(2)/ほぼ赤ちゃん(3)/ぽっと出川(2)/このしお(3)/ハチコー/うえじゅん/ゆうらいど/ももぐも/よんずい(2)/ごみばこ(2)/サラブレッドトマト(3)/オチカ/ハゲイナズマ/辺見豪/ライトオンキュー(2)/猫屋敷/大喜利の母(3)/ちゃんこフォンデュ/緑が好き/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,3位,じゃん,濡れて細くなった犬が面白すぎる,60,81.12,ヘルシー帝/デミ侍/ジョンとも(2)/犬かこ(2)/ブラホック左乳/ぽ/大喜利/アルマジき(2)/柑橘瑠偉/torankusu/ペッタ/木のお魚の丘(2)/No Image/ランゲル・ハンス/大至急(2)/たけけ/自然に厳しい(3)/机上で実演/ほに/ガッボデ/セトピア/ぷろみん/お洗濯(2)/合鴨の世界(2)/青いかさ/おあつらえ/清水 選手権大会/ヌペシコ/与助/ゆーびっく/右肩重心/みやまる/ぱぴ子/あまるる/ライトオンキュー(2)/ちくわうし(2)/明石(3)/3ねこ/キャ馬/錯乱/ブイマツ/にゆつ(3)/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,4位,農家,じゃんけんだけで甲子園優勝までいけた,59,80.34,D-6/のとさわ/成田きお(3)/りんかんがっこう/ううここ/フイ/是非/アルマジき(2)/ほろほろ/torankusu(2)/ペッタ/No Image(2)/昨日のおみや(3)/disney/ナルシマアンバイ/ヒカル/しゅうぴょんz(3)/良い革靴/若干名/恥さらしのスパゲッティ(2)/セトピア/いりまめ(2)/清水 選手権大会/むもん/ヌペシコ/ほぼ赤ちゃん(2)/ぽっと出川/このしお/ハチコー(2)/灰色こたつ/ダダダチョウ/うえじゅん/ゆうらいど/ももぐも/サラブレッドトマト/あまるる/高菜クション/ライトオンキュー/大喜利の母/ちくわうし/ふふふん/赤黄色/ブイマツ(2)/悪魔が夜来る/後悔しない名前を付けよう
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,5位,辺見豪,犬を持ち帰る理由が出来た,57,78.77,長老_M/寺井/遠くを見ている/りんかんがっこう(2)/シードル/資本ネコ/犬かこ(2)/大喜利/アルマジき/ほろほろ/torankusu(2)/ペッタ(2)/木のお魚の丘(3)/2番管/大至急(3)/akamutu(2)/机上で実演/じゃん/恥さらしのスパゲッティ/ガッボデ/セトピア/青いかさ/川淵/ノビッタ/ヌペシコ/チェルカ/今大会アイドル枠/ぽっと出川/中沢の人(2)/よんずい(2)/ぱぴ子/きれいな市役所/otogi(2)/ふふふん(2)/長谷川キモ彦/RANRANRAN(2)/赤黄色/ブイマツ(2)/悪魔が夜来る/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,6位,雨はやさしく,芭蕉の季語にされた,52,74.84,長老_M/kubodi/のとさわ/成田きお(2)/さざなみのユウ/ましましのしま/ジョンとも/灰根(2)/ベンジャミン/ブラホック左乳/フイ/大喜利/アルマジき/柑橘瑠偉/IWA/アカイダダリオのD/唯月/机上で実演(2)/しゅうぴょんz(2)/ばしはし(2)/若干名/hhvm/いりまめ(2)/ぷろみん/清水 選手権大会/むもん(2)/ヌペシコ/チェルカ/与助/ゆーびっく/右肩重心/中沢の人/ももぐも/気球マイスター/よんずい(2)/サラブレッドトマト(3)/あまるる/白黒まみれ/大喜利の母/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,7位,掻痒,「さよなら」がにじみ、読まずに済んだ,48,71.69,長老_M/kubodi/のとさわ/遠くを見ている/ましましのしま/ジョンとも/資本ネコ/ぽ(2)/是非/アルマジき/ダーツ部部長/柑橘瑠偉(2)/ほろほろ/一流/torankusu(2)/ペッタ(3)/2番管/昨日のおみや/じゃん/及川広大/ばしはし/良い革靴(2)/ふもー/ぱいそん/お洗濯(2)/合鴨の世界/おあつらえ/中沢の人/みやまる(2)/うえじゅん/よんずい/ごみばこ/オチカ/otogi(2)/3ねこ/緑が好き/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,8位,暴風よ吹け,「お前が居ないと地固まらない」と褒められた,46,70.12,長老_M/のとさわ/ましましのしま/試家軽気(2)/雨はやさしく(2)/アルマジき/柑橘瑠偉/ほろほろ/少しだけ賢い/No Image/昨日のおみや/disney/唯月/机上で実演/中身(2)/若干名/ふもー/恥さらしのスパゲッティ(2)/ガッボデ/ぱいそん/hp/与助/ねむみ/ほぼ赤ちゃん(2)/右肩重心/灰色こたつ/中沢の人/気球マイスター/ぱぴ子/Mr9cumber/きれいな市役所(2)/オチカ/あまるる/辺見豪/明石/にゆつ/緑が好き/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,9位,ぽ,「いつも助かります」という木原さんからのお歳暮,45,69.34,長老_M/D-6/うわぁ/kubodi/ましましのしま/がんばりま翔/ベンジャミン(2)/資本ネコ(2)/フイ/アルマジき/ダーツ部部長/柑橘瑠偉(2)/トドのつまみ/ほろほろ/少しだけ賢い/ペッタ/木のお魚の丘(3)/No Image/IWA/たけけ/昨日のおみや/disney/しゅうぴょんz/及川広大/ふもー/おあつらえ(2)/ヌペシコ/ねむみ/右肩重心/ハチコー/気球マイスター/オチカ/あまるる/高菜クション/ライトオンキュー/猫屋敷/投票ボーナス(3)
2222_6677_IIB,2022-10-23,156人,初めて「雨男で良かった」と思った出来事,NA,9位,清水 選手権大会,「スコール」というあだ名がついて少し気に入っている,45,69.34,うわぁ/ましましのしま(2)/ジョンとも/がんばりま翔/ううここ/ベンジャミン(2)/犬かこ/ブラホック左乳(3)/試家軽気(2)/フイ/アルマジき/2番管/昨日のおみや/disney/唯月/及川広大/良い革靴/若干名(2)/ふもー/hhvm/セトピア/合鴨の世界/ノビッタ/ほぼ赤ちゃん/このしお/ささちー(2)/灰色こたつ/ダダダチョウ/ゆうらいど/ごみばこ/おここ/オチカ/ハゲイナズマ/猫屋敷/ちゃんこフォンデュ/投票ボーナス(3)
