お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,1位,ゆかり,ここから運なんだよな,39,90.38,バルチャイ/Houston/直宮/まんたこん(2)/国産/おしゃる/みらきの/あまりにも速い犬/メンテ(3)/みかんソムリエ(2)/つゆだQ/シンマイ子/冷凍トイレ/休憩新人ポンコツ/ひのまーる(2)/ちくわうし/ドンタコス😂/ニューロン/Y-Not/gas/ナンムラ/かきあげうどん(2)/のちほど/軽自転車/んぬ/月の瞼/パーくん/瓶提示/弱酸性パプリカ/Ary/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,2位,紆余曲折,危険が通ります,30,76.9,おしゃる/五言舌禍/コックカワサキ/みかんソムリエ/BBG/シンマイ子/ハンペ/ラプンツェル/冷凍トイレ/じゃん/素犬/やきにく(2)/白昼ドードー/その服装(2)/啓蒙思想/ドンタコス😂/ジョセフ/ニューロン/gas/りす/かきあげうどん/のちほど/んぬ/ゆかり/パーくん/弱酸性パプリカ/Ary(2)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,3位,弱酸性パプリカ,あちらのお客様からです,26,70.91,バルチャイ/直宮/おしゃる/ラプンツェル/冷凍トイレ/たまご兄貴/あぷら(3)/関戸SA/SW(3)/素犬/やきにく/啓蒙思想/gas/えちえち/岩石惑星(2)/たまごと呼ばれて３年目/かきあげうどん/Ary/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,3位,新大,これ本当に一日店長かよ,26,70.91,Houston/直宮/おしゃる/みらきの/コックカワサキ/カリエス(2)/あまりにも速い犬/メンテ(3)/さんだる/白無垢のアマガエル/ケビ沢/あぷら/関戸SA/休憩新人ポンコツ/うえじゅん/ふるれ/素犬/ko_yo_mi(2)/軽自転車/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,5位,鼻毛最大,また1万円企画かよ,25,69.42,まんたこん(2)/国産/コックカワサキ(2)/かせ(2)/白無垢のアマガエル(3)/ハッピーな店員(2)/ブンカサイブンコボン(2)/たまご兄貴/ちくわうし/🍮倶楽部/ko_yo_mi/ヤシの木/えちえち/すまいる/弱酸性パプリカ/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,6位,バルチャイ,オレが車なら、はたらくくるまだったのに,24,67.92,錆缶/メンテ(2)/つゆだQ/白無垢のアマガエル(2)/親善小僧/顔面激戦区/ko_yo_mi/ik0906/ドンタコス😂/ヤシの木(2)/Y-Not/えちえち/アホランド/かきあげうどん(2)/青ケツ(3)/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,7位,んぬ,お母さん僕は悔しい,23,66.42,Houston/まんたこん/五言舌禍/みらきの/メンテ(2)/BBG/ブンカサイブンコボン/うえじゅん/白昼ドードー/その服装(2)/ik0906/ジョセフ/Y-Not/りす/アホランド(2)/月の瞼/ゆかり/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,8位,じゃん,呼ばれたシェフですが,22,64.92,バルチャイ/直宮/国産/なす神/錆缶/メンテ/シンマイ子/ハンペ/ラプンツェル/あまるる/関戸SA/休憩新人ポンコツ/顔面激戦区/ゃまゃま/ちくわうし/🍮倶楽部/ヤシの木/新大/弱酸性パプリカ/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,8位,シンマイ子,望んだワンオペなので,22,64.92,あまりにも速い犬/錆缶/かせ/メンテ(2)/さんだる/マックスレオリオ/冷凍トイレ/ゃまゃま/ko_yo_mi/ik0906/鼻毛最大/ドンタコス😂/ヤシの木/ジョセフ/ニューロン/かきあげうどん/軽自転車/月の瞼/投票ボーナス(3)
0953_8286_GQO,2024-02-27,101人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0953_8286_GQO.jpg,8位,ラプンツェル,この重さなら一撃,22,64.92,貯蔵庫/Houston/直宮/みらきの/MODY/なす神/BBG/パピヨン/ブンカサイブンコボン/じゃん/休憩新人ポンコツ/ふるれ/ニューロン/Y-Not/んぬ(2)/月の瞼/新大/瓶提示/投票ボーナス(3)
