お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,1位,パステルゆんゆん,ウイルスが何度も地図見る,48,89.87,ゼンザイさん/ゆきどけ/やや不安(3)/永栄/フォークソング研究部/にじょー/桜桃/sAwArA/月の瞼(2)/生身/three-all/ターンブル/江野(2)/ワッショイサンバ/ふわっと(2)/放尿魔(3)/下り坂まで/藍殿TT(2)/国産/ヒトーン/ノニバス(2)/akamutu(3)/綿白 雪/ゆめみ(2)/地球島　永遠子/たんひな/ょ(2)/ラムレザルヴァレンタイン/世間体/狂ったパン屋さん/ねこ太郎/犬クジラ/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,2位,zenza-desu,耳からちょっと見えてる,38,78.03,白峰/くじ運/やや不安(2)/雑兵/永栄/フォークソング研究部(2)/ララヴィヨ/ガチしょんぼり沈殿丸/sAwArA(2)/小テスト/日本太郎/さかョ/手すり野郎/ターンブル/めっけもん/お嬢様ですわぁ/低血圧/下り坂まで/国産/もんきち/のちほど/いちご/住まなくても都/偏差値2(2)/地球島　永遠子(2)/パステルゆんゆん/ねこ太郎/犬クジラ/春立てる西陣織/伊勢八/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,3位,こま,運動したあと瞬き多くなる,36,75.66,雑兵(2)/永栄/桜桃(2)/渡利　巣手呂(2)/穴/sAwArA/手すり野郎/めっけもん/低血圧/共同正犯(3)/クルペッコの手羽元/ヒトーン/田口さん🍙(2)/干し柿/こんなところにエビチリ(2)/のちほど/いちご/住まなくても都(2)/ひら/りくがめ/二人称/東松永/がんばりま翔/ょ(2)/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,4位,犬クジラ,「ズキズキ」か「ドキドキ」かわからないときがある,32,70.93,かすかす/ゼンザイさん/白峰/くじ運(2)/鉄シャリ/こやや/桜桃/Mushroomer(3)/かまとと/虎視てゃんてゃん/すでショ/大喜るのすけ/こんなところにエビチリ(3)/minoll(2)/ぎん(2)/優しさの木/地球島　永遠子(2)/ラムレザルヴァレンタイン(2)/こま/冷食パスタレビュー/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,4位,生身,笑えない鼻血がある,32,70.93,かすかす/ゆきどけ/くじ運(2)/雑兵/フォークソング研究部/こやや/にじょー/nimuemu/ガチしょんぼり沈殿丸/紫ヘイズ/Mushroomer(3)/かまとと/水の水割り/手すり野郎/お嬢様ですわぁ/ふわっと/放尿魔/クルペッコの手羽元/ノニバス/地球島　永遠子/東松永/和栗モンブランソフト山田/ここはが/さゆわうが(2)/春立てる西陣織/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,4位,白峰,僕のおじいちゃん、頭が悪いんだ,32,70.93,石の上にて散体/鉄シャリ/桜桃(3)/sAwArA/小テスト/たこすけ/涙花/three-all/敵刺/イワザル/お嬢様ですわぁ/低血圧(2)/放尿魔/下り坂まで/クルペッコの手羽元/机上で実演/いちご/地球島　永遠子(2)/東松永/Aaaa/がんばりま翔/和栗モンブランソフト山田/犬クジラ/春立てる西陣織/バトルアックス/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,7位,やや不安,名医にしか手術されたことない,30,68.56,くじ運/雑兵/桜桃(2)/渡利　巣手呂(2)/nimuemu(2)/穴/月の瞼/たこすけ/さかョ(2)/かまとと/ノニバス(3)/干し柿/こんなところにエビチリ(3)/りくがめ/がんばりま翔/おちぽん/パステルゆんゆん/和栗モンブランソフト山田/ウメ/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,7位,フォークソング研究部,ヤバい方の頭痛やわ,30,68.56,蟻明/ゆきどけ/やや不安/穴(3)/月の瞼/小テスト/紫ヘイズ/さかョ/Mushroomer(3)/手すり野郎/イワザル/おだンゴ/めっけもん/ワッショイサンバ/虎視てゃんてゃん/ノニバス/干し柿/机上で実演/りくがめ/地球島　永遠子/狂ったパン屋さん/こま/さゆわうが/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,9位,こやや,足先が冷える,29,67.38,ゼンザイさん(3)/大喜利の母/くじ運/フォークソング研究部/ガチしょんぼり沈殿丸/せりか/みやぁ/手すり野郎/ワッショイサンバ/すでショ/低血圧/ヒトーン/akamutu(2)/国王/干し柿/綿白 雪/東松永/がんばりま翔/ょ/狂ったパン屋さん/さゆわうが/9月が終わったら起こして/伊勢八/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,9位,もちもち,頭ポケットにコインが入ってたお陰で助かったぜ,29,67.38,白峰/鉄シャリ/nimuemu/sAwArA(2)/涙花/みやぁ/かまとと/水の水割り/ターンブル/めっけもん(3)/ふわっと/藍殿TT/zenza-desu/ヒトーン/ノニバス(2)/もんきち/ゆめみ/地球島　永遠子/Aaaa/たんひな/パステルゆんゆん/バトルアックス/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,9位,二人称,やっぱりやや左脳側にある,29,67.38,ゼンザイさん/蟻明(3)/大喜利の母/ゆきどけ/白峰/石の上にて散体/紫ヘイズ/敵刺/水の水割り/お嬢様ですわぁ/虎視てゃんてゃん/共同正犯(3)/眼帯/ヒトーン/ノニバス(2)/国王/りくがめ/ょ/おちぽん/春立てる西陣織/バトルアックス/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,12位,たんひな,水風呂入る時イキってる,28,66.19,雑兵/ララヴィヨ/桜桃/渇望/小テスト/たこすけ/めっけもん(3)/共同正犯(2)/ふわっと/ヒトーン/いちご/綿白 雪/ぎん(3)/地球島　永遠子/黒胡麻/ょ/狂ったパン屋さん/こま/さゆわうが/春立てる西陣織/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,12位,春立てる西陣織,アンパンマンの意味が分からない,28,66.19,石の上にて散体/永栄/nimuemu/小テスト/生身/たこすけ/みやぁ/ターンブル/イワザル/もちもち/お嬢様ですわぁ/ワッショイサンバ/すでショ/ふわっと/ヒトーン(2)/のちほど/ひら/sizuku/地球島　永遠子/おちぽん/パステルゆんゆん/こま/冷食パスタレビュー(2)/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,14位,ちくわご飯,急所が上にまとまっていて良い,27,65.01,ゼンザイさん(2)/蟻明/石の上にて散体/鉄シャリ/雑兵/永栄/眉間のふち/冷凍トイレ/sAwArA(3)/q(2)/みやぁ/水の水割り/もちもち/低血圧/共同正犯/大喜るのすけ/zenza-desu/住まなくても都/たんひな/ここはが/犬クジラ/春立てる西陣織/伊勢八
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,15位,低血圧,頭をおさえて告白する,26,63.83,渡利　巣手呂/渇望/sAwArA/小テスト/生身/涙花/three-all/虎視てゃんてゃん/放尿魔/大喜るのすけ/国王/のちほど/机上で実演/住まなくても都/りくがめ/ゆめみ(2)/地球島　永遠子/Aaaa/ここはが/9月が終わったら起こして/春立てる西陣織/ウメ/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,15位,放尿魔,敬礼みたいな国家斉唱になる,26,63.83,かすかす(2)/ゼンザイさん(2)/くじ運/クープラン/雑兵/眉間のふち/穴/せりか/three-all/すでショ/低血圧/大喜るのすけ/ヒトーン/田口さん🍙/ノニバス(2)/机上で実演/ゆめみ/おちぽん/ねこ太郎/和栗モンブランソフト山田/投票ボーナス(3)
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,17位,滅相もない,｢人間ここが大事｣で指さしたのがどっちか分からない,25,62.64,かすかす/ゼンザイさん/くじ運(2)/永栄/渡利　巣手呂/冷凍トイレ(2)/紫ヘイズ(2)/水の水割り/手すり野郎/もちもち/ワッショイサンバ/虎視てゃんてゃん/花火の様(3)/国王/綿白 雪/黒胡麻(2)/Aaaa/犬クジラ/冷食パスタレビュー
0700_4015_CMI,2023-10-25,133人,頭に心臓がある人,NA,18位,かすかす,急所すぎる,24,61.46,蟻明/大喜利の母/フォークソング研究部/渇望/月の瞼/かまとと/ターンブル/お嬢様ですわぁ/下り坂まで/国産/こんなところにエビチリ(3)/のちほど/sizuku/偏差値2(3)/ょ/さゆわうが/9月が終わったら起こして/投票ボーナス(3)
