お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,1位,下衆なキャット,嫌いな有名人にサインもらう,33,81.24,テトラ/オーバーニート/やまもん/ターンブル/(控)/CottonRain(3)/バタチキランラン ラン/omoti/をっきゃい/なぎぃ/とんでも左大臣(2)/仮花(2)/またねこ/アイワ/降りる人が先/ポコ軍/こーひーたいむ/しきのもと(3)/にぼしのぬいぐるみ/隣駅(3)/てっぺんざしお/硬いつま先/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,2位,アイワ,強豪校のハンデ,31,78.08,テトラ/はどふ/るろほ/ケビ沢/オーバーニート(2)/やまもん/GYAI/さすけのお兄/(控)/下衆なキャット/omoti(3)/世界の牛肉/をっきゃい/なぎぃ/珍百景のクロ/月の瞼/あの日のニンニ/いち/クロロ春夢(2)/揚げたてメンチメン(2)/てっぺんざしお/平凡ぽんち/つうこうにん/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,3位,omoti,うるさい拍手をする,30,76.5,るろほ(2)/(控)/下衆なキャット(2)/CottonRain/バタチキランラン ラン/しょうりゅー/きの(3)/世界の牛肉/とんでも左大臣/仮花(2)/またねこ/ごまもなか/月の瞼/寿司らぎ/にぼしのぬいぐるみ/犬ドリル/たこかいな(2)/硬いつま先/さな丸/有刺鉄線(2)/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,4位,たこかいな,慌てて出勤してきた感を出す,29,74.92,テトラ/やまもん/(控)/下衆なキャット/バタチキランラン ラン/はちわれ/はまぐりおじさん(2)/をっきゃい/温泉たまご丸/副キャプテンアメリカ/珍百景のクロ/ぽかぽか太郎(3)/生身/降りる人が先/あの日のニンニ/琵琶湖丼/シャツ(3)/にぼしのぬいぐるみ(3)/犬ドリル/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,5位,降りる人が先,困ったらコレで呼んで,23,65.45,はどふ/GYAI/(控)/はちわれ/しょうりゅー/はまぐりおじさん(2)/omoti/Aeganji12/目が百個ついてるおばさん/EPOCALC/野島久助/の江戸かっぷ/ニューロン/つうこうにん/たこかいな(2)/有刺鉄線(3)/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,6位,まるかぜ,ミッフィー専用の耳カバー,22,63.87,ランゲル･ハンス/(控)/きの(3)/目が百個ついてるおばさん/あの日のニンニ/こーひーたいむ/琵琶湖丼/クロロ春夢(3)/しきのもと(3)/の江戸かっぷ/学園/つうこうにん/ミニお馬/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,7位,てっぺんざしお,改札にかざす,21,62.29,はどふ/オーバーニート/やまもん/ランゲル･ハンス/(控)/シーフードパエリア/omoti/アイワ/降りる人が先/EPOCALC/こーひーたいむ/クロロ春夢/しきのもと(3)/ニューロン/平凡ぽんち/さな丸/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,7位,ぷるちぽん,余った子のペアにする,21,62.29,石蓴/やまもん/GYAI/ランゲル･ハンス/ika/ターンブル/(控)/バタチキランラン ラン/はちわれ/シーフードパエリア/omoti/Aeganji12/降りる人が先/そいそーす/てっぺんざしお/犬ドリル/硬いつま先/でっていう/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,7位,野島久助,傍聴席を静かにさせる,21,62.29,石蓴/オーバーニート/GYAI/(控)/バタチキランラン ラン/はまぐりおじさん/珍百景のクロ/ごまもなか/月の瞼/アイワ/しきのもと(3)/まるかぜ/犬ドリル/平凡ぽんち/硬いつま先/でっていう/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,10位,シーフードパエリア,スリッパ入れ,20,60.72,石蓴/ケビ沢/やまもん/(控)/omoti/きの(3)/世界の牛肉/温泉たまご丸/目が百個ついてるおばさん/松井秀喜/こーひーたいむ/坊主ヤンキー/揚げたてメンチメン(2)/でっていう/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,10位,テトラ,1年生のグローブ,20,60.72,(控)/バタチキランラン ラン/しょうりゅー/omoti/とんでも左大臣/仮花/降りる人が先/あの日のニンニ/いち/琵琶湖丼/寿司らぎ/まるかぜ/坊主ヤンキー/にぼしのぬいぐるみ/てっぺんざしお/哲学ミミズ/ウ段邂逅/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,12位,ao_nasubi,懐から出して一句読む,19,59.14,ケビ沢/(控)/下衆なキャット/バタチキランラン ラン/はちわれ/omoti/なぎぃ/とんでも左大臣/ぽかぽか太郎/目が百個ついてるおばさん/寿司らぎ/坊主ヤンキー/にぼしのぬいぐるみ/てっぺんざしお/学園/硬いつま先/ミニお馬/さな丸/でっていう
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,12位,月の瞼,やや弱いサイにする,19,59.14,石蓴/ika(2)/さすけのお兄/(控)/温泉たまご丸/またねこ(2)/降りる人が先/野島久助/くすも(3)/隣駅/学園/平凡ぽんち/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,14位,とんでも左大臣,結婚式の時胸ポケットに入れとく,18,57.56,はどふ/ケビ沢/(控)/副キャプテンアメリカ/ポコ軍/こーひーたいむ/寿司らぎ/しきのもと(2)/の江戸かっぷ/にぼしのぬいぐるみ/揚げたてメンチメン/犬ドリル/ナシゴレンTシャツ/たこかいな/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,14位,バタチキランラン ラン,聖徳太子に持たせる,18,57.56,ターンブル/(控)/シーフードパエリア/をっきゃい/なぎぃ/月の瞼/ぽかぽか太郎/アイワ/降りる人が先/ポコ軍(2)/あの日のニンニ/犬ドリル/ナシゴレンTシャツ/平凡ぽんち/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,16位,くすも,雑魚の漬物石にする,17,55.98,ika/ターンブル/さすけのお兄/(控)/omoti/をっきゃい(2)/とんでも左大臣/仮花/ぷるちぽん/クロロ春夢/ニューロン/学園/ミニお馬/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,の江戸かっぷ,長ねぎの切り口保護,16,54.4,ika(2)/(控)/世界の牛肉/副キャプテンアメリカ/目が百個ついてるおばさん/生身/琵琶湖丼(2)/まるかぜ/学園/ナシゴレンTシャツ/ミニお馬/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,ウ段邂逅,消えたトランプが入ってる,16,54.4,オーバーニート/ika/(控)/下衆なキャット/omoti/世界の牛肉/とんでも左大臣/温泉たまご丸/松井秀喜/哲学ミミズ(2)/硬いつま先/さな丸/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,ニューロン,クジャクを騙す,16,54.4,GYAI/さすけのお兄/(控)/世界の牛肉/またねこ/降りる人が先/野島久助/あの日のニンニ/寿司らぎ/隣駅/そいそーす/ナシゴレンTシャツ/でっていう/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,ランゲル･ハンス,繋げて橋にする,16,54.4,るろほ/(控)/はちわれ/仮花/副キャプテンアメリカ/まったん冷え性/松井秀喜/野島久助/しきのもと(2)/揚げたてメンチメン/ニューロン/平凡ぽんち/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,仮花,出汁をとる,16,54.4,テトラ/ケビ沢/(控)/まったん冷え性/ぷるちぽん/クロロ春夢/の江戸かっぷ/そいそーす/てっぺんざしお/ウ段邂逅/さな丸/有刺鉄線(2)/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,平凡ぽんち,肉を柔らかくする,16,54.4,ターンブル/(控)/シーフードパエリア/omoti/まったん冷え性/アイワ/EPOCALC/松井秀喜/いち/の江戸かっぷ/ニューロン/ウ段邂逅/さな丸/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,17位,隣駅,嘘のシンバル,16,54.4,オーバーニート/さすけのお兄/(控)/omoti/Aeganji12/世界の牛肉/ごまもなか/月の瞼/アイワ/生身/ぷるちぽん/シャツ/まるかぜ/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,24位,EPOCALC,ケモミミカバー,15,52.82,石蓴/るろほ(2)/(控)/CottonRain/しょうりゅー/クロロ春夢/しきのもと(3)/の江戸かっぷ/ミニお馬/投票ボーナス(3)
1106_4954_QOA,2024-05-11,77人,スリッパの新たな使い道を教えてください,NA,24位,さな丸,君の新しい家だよ,15,52.82,GYAI/(控)/バタチキランラン ラン/はちわれ/まったん冷え性/月の瞼/ポコ軍/クロロ春夢/シャツ(3)/そいそーす/投票ボーナス(3)
