お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,1位,アガリブル,京都の山を燃やすだけの行事がある,69,88.27,しっとりペンチ(3)/シュヴァルツ(2)/齋藤/長谷川キモ彦(3)/うんも(3)/水猫ラテ/カタン/大残渣/やる(2)/よんずい(3)/ンノヤキ/ねこライト(3)/ちきちきた/業務用虚無(2)/桜もにゅ(2)/ましましのしま/うなぎごまたろう/Gully/実家に帰った鶴(2)/オム子/明朝(2)/すらさん(3)/ケイト(2)/焼き網膜/あきのこがに(2)/たくさん応援(3)/水谷新太郎/なむなむえふぇくと(2)/こむら返り/きゅーきゅー/赤黄色/八子八百(3)/ほ/灰谷(2)/らんちゃん(3)/Longab/武山/瀬戸際ヤゴ(2)/モロコシ/ウィンナー
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,2位,かくれどり,絵だからわかんなかったけど不平等条約だった,65,85.19,ばいなら/糸目の鮟鱇/うわぁ/シュヴァルツ/長谷川キモ彦(2)/ぴぐフライ/遠くを見ている(2)/水猫ラテ/ケムケムケムッソ(2)/青色迷子/ンノヤキ/A味噌汁/灰根/松竹梅バイキン(2)/ちきちきた/資本ネコ/業務用虚無(2)/メロディックストーム/たこかいな(3)/3ねこ/超熟(2)/kamenoue/実家に帰った鶴(2)/白黒まみれ/deepnavy/枠の外(2)/明朝(3)/中身(2)/焼き網膜(2)/アガリブル(2)/ポンサ/大至急(3)/水谷新太郎(3)/なむなむえふぇくと(2)/こむら返り/渡利　巣手呂/よしんば/八子八百/カリウム不足/久民(2)/灰谷/Longab/わんぱく大盛カレーライス/ホールド・ナッツ
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,3位,北戸田スイッチ,裁判所からでっかいガッツポーズが出てくる,61,82.1,シュヴァルツ/齋藤/長谷川キモ彦/遠くを見ている/赤ぺこり/カタン/大残渣/ケムケムケムッソ/やる/水分補給は牛乳(3)/しらんけど/おあつらえ/インド哲学/A味噌汁(2)/ちくわうし/ねこライト(2)/業務用虚無(2)/揚げたてメンチメン/たこかいな/ましましのしま(2)/うなぎごまたろう/ドゥタドゥタ(3)/太極拳のカリスマ/remin/はっぴーえんど/超熟(2)/kamenoue(2)/石原消し炭/オム子(2)/アガリブル(3)/サメVS巨大タコス/大至急/水谷新太郎/きゅーきゅー/ジェンツーペンギン(2)/八子八百/ほ/ニューロン(3)/ザイチェフ閣下/Longab(3)/武山/瀬戸際ヤゴ/モロコシ
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,4位,瀬戸際ヤゴ,カラオケの映像にいよいよ意味が無くなる,55,77.47,ばいなら/気球マイスター/シュヴァルツ/赤ぺこり/机上で実演/カタン/さいころちゃらみん/つくり真顔/やる/じゃん(3)/ンノヤキ/おあつらえ(2)/猫屋敷/キャッツアイ/灰根(2)/カクレミノムシ/ガッボデ/業務用虚無/メロディックストーム/たこかいな/ましましのしま/うなぎごまたろう/Gully/石原消し炭/白黒まみれ/deepnavy/ウェイトレスのひみつ(2)/枠の外(2)/アガリブル/サメVS巨大タコス/ポンサ(2)/かくれどり(3)/ジェンツーペンギン/ワッショイサンバ(2)/キーちゃん/ニューロン(2)/久民/前後左右/灰谷(2)/武山/ホールド・ナッツ(3)
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,5位,白滝BOX,怒ってるときは赤い服を着る,54,76.7,しっとりペンチ(2)/シュヴァルツ/齋藤/くちおば/ぴぐフライ/さいころちゃらみん/ウラニワ(2)/つくり真顔/やる/じゃん(2)/カクレミノムシ/ちくわうし/ガッボデ/業務用虚無(2)/かね(3)/メロディックストーム/揚げたてメンチメン/たこかいな/ましましのしま/うなぎごまたろう/Gully/3ねこ/石原消し炭(3)/そらをとぶ(3)/中身(3)/ケイト(2)/アガリブル/ポンサ/たこ焼きボンバー/パセリを添えて(2)/渡利　巣手呂(2)/キーちゃん/赤黄色/八子八百/ニューロン/ＢIOS/Longab/架空/わんぱく大盛カレーライス
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,6位,武山,清水寺で毎年「今年の雰囲気」を顔で発表する,53,75.93,しっとりペンチ/シュヴァルツ(3)/水猫ラテ(2)/しらんけど/おあつらえ(3)/A味噌汁(2)/みやまる/資本ネコ/ガッボデ/業務用虚無(3)/揚げたてメンチメン/ましましのしま/3ねこ(2)/超熟/白黒まみれ/アポロっち(3)/すらさん(2)/アガリブル(3)/あきのこがに(3)/北戸田スイッチ(2)/かくれどり(2)/こむら返り/パセリを添えて(2)/きゅーきゅー(2)/窓際隊隊長(2)/らんちゃん/Longab/瀬戸際ヤゴ/わんぱく大盛カレーライス/ホールド・ナッツ(3)
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,7位,うわぁ,第一話で、「文字はあるよ」と言う謎の少女が出てくる,51,74.39,しっとりペンチ(2)/シュヴァルツ/長谷川キモ彦(2)/水猫ラテ(2)/机上で実演(3)/ケムケムケムッソ/さいころちゃらみん/つくり真顔/セトピア/水分補給は牛乳/ンノヤキ/インド哲学/灰根(2)/たる棒/ちくわうし/モルヒネ夫(2)/資本ネコ/メロディックストーム/頭骨(3)/Gully/remin/超熟/石原消し炭/そらをとぶ(3)/白黒まみれ/アポロっち/アガリブル/あきのこがに/魂の裏切りの夜(2)/かくれどり(2)/水谷新太郎/よしんば/キーちゃん/ザイチェフ閣下/茹で腕(2)/わんぱく大盛カレーライス/ウィンナー
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,7位,きまぐれ,金八先生が何か言いたそうにしたまま帰った,51,74.39,うわぁ/板野/シュヴァルツ/齋藤/くちおば/ぴぐフライ/机上で実演/つくり真顔/よんずい/ンノヤキ/ます/松竹梅バイキン(2)/ちきちきた/みささぎ(3)/宇治抹茶/ガッボデ/たこかいな(2)/ましましのしま/Gully/remin/kamenoue(2)/石原消し炭/実家に帰った鶴(2)/ウェイトレスのひみつ(2)/中身(2)/焼き網膜(3)/サメVS巨大タコス/ポンサ/ワッショイサンバ(2)/よしんば/ほ/窓際隊隊長/モロコシ/茹で腕(2)/わんぱく大盛カレーライス/ウィンナー/ホールド・ナッツ(3)
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,9位,くちおば,拳の強さで社長だと知る,45,69.76,気球マイスター/糸目の鮟鱇/しっとりペンチ(2)/ぴぐフライ/うんも/遠くを見ている/きまぐれ/カタン/やる/水分補給は牛乳/しらんけど/キャッツアイ/かね/ましましのしま/kamenoue(2)/石原消し炭(2)/実家に帰った鶴/這う野/白黒まみれ/deepnavy/アポロっち(2)/明朝/すらさん/ケイト/ポンサ/水谷新太郎/及川広大/渡利　巣手呂/きゅーきゅー/赤黄色/八子八百(2)/ニューロン/ＢIOS/前後左右/架空(2)/hp/瀬戸際ヤゴ/わんぱく大盛カレーライス/ウィンナー
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,9位,糸目の鮟鱇,「今おれら不便なんじゃねーの」とヤンキーが初めに気づいた,45,69.76,気球マイスター/しっとりペンチ/シュヴァルツ/うんも(3)/赤ぺこり/机上で実演/カタン/青色迷子/おあつらえ/インド哲学/猫屋敷/少しだけ賢い/資本ネコ/業務用虚無/タコ坊主(2)/まつもとたろう/たこかいな/ましましのしま/ドゥタドゥタ(2)/remin/そらをとぶ(3)/実家に帰った鶴/白黒まみれ/ウェイトレスのひみつ/オム子/かくれどり(2)/こむら返り/ジェンツーペンギン(2)/ワッショイサンバ/よしんば/キーちゃん/カリウム不足/久民/灰谷/初期装備(2)/ホールド・ナッツ
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,11位,たんひな,裁判所から弁護人が出てきて「やったー！」と叫ぶ,44,68.99,気球マイスター(3)/糸目の鮟鱇(2)/板野/シュヴァルツ/齋藤/カタン(2)/やる/セトピア/水分補給は牛乳(2)/おあつらえ/猫屋敷/たる棒/れれれのれき(2)/みささぎ(2)/宇治抹茶(3)/ガッボデ/業務用虚無/ましましのしま/うなぎごまたろう/deepnavy/オム子(2)/かくれどり(2)/大至急(2)/及川広大(2)/灰谷/初期装備(2)/ウィンナー/ホールド・ナッツ(3)
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,11位,わんぱく大盛カレーライス,悲しいときも踊る,44,68.99,くちおば/遠くを見ている/きまぐれ(2)/ウラニワ(2)/青色迷子(2)/猫屋敷/tomo/みやまる(2)/ちくわうし/ガッボデ/業務用虚無(2)/かね(3)/揚げたてメンチメン/ましましのしま/ドゥタドゥタ(3)/研究会員/3ねこ/はっぴーえんど/kamenoue(2)/石原消し炭/中身/ポンサ(2)/北戸田スイッチ/懸垂ができる/八子八百/ニューロン(2)/ＢIOS(2)/初期装備/ザイチェフ閣下/架空/ウィンナー
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,13位,少しだけ賢い,女遊びして最期に自殺する「文豪」って呼ばれる謎の人たち,43,68.21,板野/シュヴァルツ(2)/机上で実演/ウラニワ(3)/セトピア(2)/Eito1379(2)/水分補給は牛乳/おあつらえ/A味噌汁/たる棒/カクレミノムシ/れれれのれき(2)/ちきちきた/こうし/業務用虚無/たこかいな/ましましのしま/Gully/研究会員/超熟/実家に帰った鶴/deepnavy/アポロっち/焼き網膜/アガリブル/サメVS巨大タコス/水谷新太郎(2)/なむなむえふぇくと(3)/こむら返り/ニューロン/ハコダイオ/久民/Longab/瀬戸際ヤゴ
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,14位,水分補給は牛乳,福山雅治が暗算で頑張っている,40,65.9,ばいなら/シュヴァルツ/長谷川キモ彦/遠くを見ている(2)/きまぐれ(2)/大残渣/さいころちゃらみん/つくり真顔/よんずい(2)/デミ侍/こうし/xixi/桜もにゅ/メロディックストーム/Gully/アガリブル(2)/あきのこがに(3)/魂の裏切りの夜/よしんば/赤黄色/ほ/前後左右/灰谷(2)/ザイチェフ閣下(2)/武山(2)/hp(3)/瀬戸際ヤゴ/ホールド・ナッツ(2)
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,14位,赤ぺこり,勘で配達してる,40,65.9,糸目の鮟鱇/しっとりペンチ/齋藤/くちおば(2)/うんも/ケムケムケムッソ/さいころちゃらみん/青色迷子/Eito1379/水分補給は牛乳/おあつらえ/猫屋敷/デミ侍/少しだけ賢い/ちくわうし/おたえ/アガリブル/ポンサ(2)/かくれどり(2)/たこ焼きボンバー/たくさん応援(3)/水谷新太郎/なむなむえふぇくと/渡利　巣手呂/懸垂ができる/きゅーきゅー/キーちゃん/ＢIOS/前後左右/灰谷/Longab/架空/瀬戸際ヤゴ(2)/茹で腕
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,16位,魂の裏切りの夜,折るために鉛筆を買う,39,65.13,しっとりペンチ/齋藤/うんも/赤ぺこり/ケムケムケムッソ/さいころちゃらみん/ウラニワ/じゃん/モルヒネ夫(2)/みささぎ/マチ/揚げたてメンチメン/たこかいな/remin/はっぴーえんど/白黒まみれ/枠の外/アポロっち/すらさん/ケイト/かくれどり/たこ焼きボンバー/たくさん応援(3)/こむら返り/及川広大/懸垂ができる/赤黄色/八子八百/ニューロン(2)/初期装備/ザイチェフ閣下/架空/瀬戸際ヤゴ/モロコシ/暴風よ吹け
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,17位,kevin,合格板にたくさんの顔が貼られていた,37,63.59,うわぁ/板野/シュヴァルツ/つくり真顔/水分補給は牛乳/おあつらえ(2)/インド哲学/A味噌汁/デミ侍/少しだけ賢い(2)/ねこライト/みささぎ(3)/ガッボデ/ましましのしま/おたえ/はっぴーえんど/そらをとぶ(3)/明朝/アガリブル(2)/水谷新太郎/こむら返り/渡利　巣手呂/きゅーきゅー/よしんば/窓際隊隊長(2)/カリウム不足/前後左右/初期装備/わんぱく大盛カレーライス
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,17位,こくもつの試食,机に怖い絵を描くいじめ,37,63.59,シュヴァルツ(2)/机上で実演/ウラニワ/やる/青色迷子/セトピア(2)/Eito1379/水分補給は牛乳/みやまる/ねこライト(2)/みささぎ(3)/桜もにゅ/Gully(2)/3ねこ/ウェイトレスのひみつ/枠の外(2)/アポロっち/すらさん/魂の裏切りの夜/大至急(3)/きゅーきゅー/よしんば/ほ/前後左右/灰谷/武山/架空/ウィンナー
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,19位,deepnavy,スペースキーだけのパソコンが売られてる,35,62.04,シュヴァルツ/水猫ラテ(2)/机上で実演/おあつらえ/ます/灰根/ガッボデ/かね(3)/うなぎごまたろう/Gully/ラメ絶対(3)/ウェイトレスのひみつ/枠の外/オム子(2)/すらさん/ケイト/アガリブル/サメVS巨大タコス/かくれどり(3)/たこ焼きボンバー/及川広大/懸垂ができる/八子八百/前後左右/初期装備/Longab/武山
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,19位,takumidori,ダイイングメッセージで死体が叫び続けてる,35,62.04,気球マイスター(3)/糸目の鮟鱇/板野/シュヴァルツ/カタン/さいころちゃらみん/水分補給は牛乳(3)/おあつらえ/キャッツアイ/れれれのれき/業務用虚無/頭骨(3)/Gully(2)/はっぴーえんど/そらをとぶ/枠の外(2)/ケイト(2)/アガリブル(3)/なむなむえふぇくと/ほ/初期装備/Longab(2)/＃の中のカマ吉くん
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,19位,枠の外,ラーメンのスープを全部飲むと店主の笑顔が現れる,35,62.04,しっとりペンチ/シュヴァルツ/くちおば/ケムケムケムッソ(2)/やる/青色迷子/水分補給は牛乳/ンノヤキ/インド哲学/A味噌汁/松竹梅バイキン/れれれのれき(2)/xixi(2)/業務用虚無/メロディックストーム(2)/マチ/kamenoue/deepnavy/アポロっち/大至急/こむら返り/赤黄色/八子八百(2)/ニューロン/前後左右/灰谷/初期装備/らんちゃん/hp/瀬戸際ヤゴ
6451_1634_TVD,2022-06-27,188人,文字が無い世界について教えてください,NA,22位,ホールド・ナッツ,どの駒が成ったか分からなくなる,34,61.27,糸目の鮟鱇/板野/シュヴァルツ(2)/齋藤/さいころちゃらみん/よんずい(2)/ンノヤキ/たる棒/tomo/少しだけ賢い/たこかいな(2)/ましましのしま/ドゥタドゥタ(2)/3ねこ(2)/kamenoue/石原消し炭/ウェイトレスのひみつ(2)/明朝/アガリブル/魂の裏切りの夜/かくれどり(2)/たこ焼きボンバー/ジェンツーペンギン/前後左右/武山/＃の中のカマ吉くん/暴風よ吹け
