お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,1位,渡辺純也,ぶっさコミュ抜け,15,75.98,ニンニク大好き(3)/三遊亭　吉馬/化粧品/赤い髪/わんわんお/ニューロン/無償の愛撫(3)/シルバータント/酢(3)
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,2位,きまぐれ,先代の味は先代の味なんで,13,69.52,ちまきの餌/化粧品(3)/淀川流水/赤い髪/雪国のイッサイガッサイ(2)/guniguni/渡辺純也/ナルシマアンバイ/酢(2)
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,3位,guniguni,重ねてお詫び申し上げません、高い弁当じゃないんだから,11,63.06,化粧品(3)/雪国のイッサイガッサイ(2)/jun/渡辺純也(2)/無償の愛撫(2)/ろっく
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,3位,わんわんお,もう2度とパチンコしない,11,63.06,ちまきの餌(2)/化粧品/淀川流水/ふね/雪国のイッサイガッサイ(2)/jun/ニューロン/ナルシマアンバイ/シンカー
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,5位,蟹光線,尿蛋白,9,56.6,ちまきの餌/三遊亭　吉馬/化粧品(2)/赤い髪/ウラニワ(2)/ニューロン/無償の愛撫
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,6位,ろっく,脱走したけど住むところない,8,53.37,化粧品/ウラニワ/雪国のイッサイガッサイ/guniguni(2)/jun/ニューロン/シルバータント
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,6位,ムギヒッヒ,予約前ドタキャン,8,53.37,化粧品/赤い髪/ウラニワ/jun/ニューロン/納屋の様子/ろっく(2)
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,8位,oba_kamon,またの名をマタニティ,7,50.14,化粧品/淀川流水/赤い髪/雪国のイッサイガッサイ/jun/酢/ろっく
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,8位,核ラミナ,例のリケジョによる,7,50.14,化粧品/ふね(2)/雪国のイッサイガッサイ/ニューロン/oba_kamon/ろっく
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,8位,酢,"【表現規制】
ヒト、ヒトと交際宣言",7,50.14,化粧品/赤い髪(2)/雪国のイッサイガッサイ/アイアンマッスル/無償の愛撫(2)
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,11位,ドライアドの井村屋,タンパク,6,46.91,化粧品/赤い髪(2)/ウラニワ/雪国のイッサイガッサイ/シルバータント
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,11位,ニューロン,パイズリではイケない,6,46.91,三遊亭　吉馬/化粧品(2)/ウラニワ/わんわんお/雪国のイッサイガッサイ
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,11位,淀川流水,まことに申し上げにくいのですが,6,46.91,化粧品/雪国のイッサイガッサイ/jun/きまぐれ/ニューロン/シンカー
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,11位,納屋の様子,キリンなんてインテリアです　キリンシャンデリア宣言,6,46.91,化粧品/雪国のイッサイガッサイ/guniguni(2)/渡辺純也/無償の愛撫
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,15位,にとる,お母さんに反抗します,5,43.68,化粧品/ふね/わんわんお/雪国のイッサイガッサイ/渡辺純也
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,15位,山根アラウンド,うんちシュプレヒコール,5,43.68,化粧品/雪国のイッサイガッサイ/guniguni(2)/アイアンマッスル
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,17位,アイアンマッスル,サンキュー事態宣言,4,40.45,化粧品/雪国のイッサイガッサイ(2)/oba_kamon
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,17位,ウラニワ,セミダブルベッド,4,40.45,化粧品/雪国のイッサイガッサイ(2)/酢
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,17位,ナルシマアンバイ,主演美子,4,40.45,化粧品/雪国のイッサイガッサイ/ニューロン(2)
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,17位,三遊亭　吉馬,脱北,4,40.45,化粧品(2)/わんわんお/雪国のイッサイガッサイ
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,17位,化粧品,酢豚じゃない豚料理もちゃんと覚える,4,40.45,ウラニワ(2)/ニューロン/oba_kamon
0340_1548_LRP,2022-01-12,22人,○○宣言,NA,22位,ふね,新選組リアン解散,3,37.22,化粧品/雪国のイッサイガッサイ/アイアンマッスル
