お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,1位,きみをゆるさない。,ここからはラジオネームで呼ぶなよ,64,86.95,里/チェルカ/rayleigh/恥さらしのスパゲッティ/B群/風邪め/いのちのぶんなぐり/お汁かける/射的屋/キング/ふもー/プーアル茶(2)/試家軽気/サービス残響/かーたー/堅あげポテト好き/わけわかめ/A味噌汁(2)/しろねこ/ばっは/仮囲い/ベンジャミン/ガッボデ/kubodi/ガブリエル・カサクシア(3)/ポンサ/納屋の鍵/良識/だうらぎり/水谷新太郎/田口さん🍙/うましか/ノビッタ/メンテ(2)/そいそーす(3)/さいころちゃらみん/ハゲイナズマ(2)/135度(3)/頭脳まさき(2)/ジェンツーペンギン/大喜利の母/マサ内藤(2)/Figaro/サラダ遺伝子/ドリアント(2)/玄の字。/安達些細/んん゛/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,2位,アルブラレリー,見ねえ顔だな　新郎側か？,61,84.41,里/きみをゆるさない。/テケ罪/kamenoue(2)/お汁かける/射的屋(2)/キング/骨密度/ふもー(2)/きれいな市役所/ikdboy(2)/ばしはし/帰る亭中野周辺/がんばりま翔/堅あげポテト好き/机上で実演(3)/ばっは/赤黄色/ベンジャミン/ガブリエル・カサクシア(3)/ポンサ/良識/だうらぎり/悪魔が夜来る/辺見豪(2)/田口さん🍙/うましか(2)/ノビッタ/白黒まみれ(3)/モチ/また師走が来たよ/harvest/ブイマツ/ミスティカティ(2)/モカモカ(2)/ジェンツーペンギン/マサ内藤(2)/せんだい/けーねこ(2)/いりまめ/ダダダチョウ/ドリアント(2)/んん゛/珍百景のクロ
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,3位,とりふぐ,教えません、マナーは怒られて学ぶものです,59,82.71,塩鮭/rayleigh/土産/一酸化炭素(2)/セトピア(3)/ねころび/お汁かける/射的屋/大道無門/ばしはし(2)/800/試家軽気/がんばりま翔/パサ/Kit(2)/Simomi/ベンジャミン(2)/ガッボデ/ガブリエル・カサクシア(3)/ポンサ/合鴨の世界/業務用虚無(3)/うましか(2)/ダスチン・コフマン/キャッツアイ/アガリブル(2)/ぱち(2)/例のイルカ(2)/また師走が来たよ(2)/モカモカ(2)/135度(2)/大喜利の母/せんだい/いりまめ/リナちゃそ(2)/ドリアント(2)/玄の字。/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,4位,Figaro,こっちは昼抜いてんのよ,55,79.32,里/きみをゆるさない。/チェルカ/rayleigh/土産/おまつり(2)/ねころび/風邪め/テケ罪(2)/chikira/射的屋/キング/800/ぷろみん(2)/かーたー/鮒侍/torankusu/A味噌汁/パサ/しろねこ(2)/机上で実演(2)/Kit/Simomi/たろ/ガブリエル・カサクシア(3)/納屋の鍵/悪魔が夜来る/合鴨の世界/辺見豪/9月が終わったら起こして/キャッツアイ/メンテ/めがねの突撃/アガリブル(2)/白黒まみれ/寺井(2)/ドロップシンカー/さいころちゃらみん/ハゲイナズマ/モカモカ/頭脳まさき(2)/珍百景のクロ/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,5位,セトピア,払えば払うほど美味いんだよ,52,76.78,はっぴーえんど/rayleigh/土産/風邪め/さんべ商会/ひなた/kamenoue/キング/大道無門/ばしはし(2)/800/がんばりま翔/A味噌汁/パサ/又三郎(2)/ベンジャミン/たろ/ガブリエル・カサクシア(3)/納屋の鍵/あまるる/悪魔が夜来る/9月が終わったら起こして/ダスチン・コフマン(2)/ノビッタ(2)/デミ侍/白黒まみれ/寺井(2)/流星の絆/ぱち/また師走が来たよ/harvest/さいころちゃらみん/ブイマツ/ふわっと(2)/ジェンツーペンギン(2)/せんだい/サラダ遺伝子(2)/玄の字。/んん゛/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,6位,ベンジャミン,兄貴、「お」をつけすぎると逆に下品ですよ,48,73.38,ぽっと出川/ねころび/風邪め/いのちのぶんなぐり/ふもー/きれいな市役所/大道無門/ばしはし/ぷろみん/試家軽気/がんばりま翔/わけわかめ/torankusu/パサ/しろねこ/机上で実演/Kit/又三郎(2)/kubodi/たろ/ガブリエル・カサクシア(3)/良識/だうらぎり/業務用虚無(2)/水谷新太郎/めがねの突撃/白黒まみれ/モチ/harvest(2)/135度/頭脳まさき/ふわっと(2)/マサ内藤(2)/Figaro/リナちゃそ(2)/糸目の鮟鱇/玄の字。/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,7位,ポンサ,どこまで試飲で乗り切るつもりだ,43,69.14,塩鮭/はっぴーえんど/チェルカ/土産/おまつり/セトピア/ねころび/テケ罪(2)/いのちのぶんなぐり/キング/帰る亭中野周辺(2)/堅あげポテト好き(2)/torankusu/A味噌汁/机上で実演/ガブリエル・カサクシア(3)/納屋の鍵/良識/辺見豪(2)/ノビッタ/メンテ(2)/めがねの突撃/モチ/寺井/135度/とりふぐ/せんだい/いりまめ/糸目の鮟鱇/ダダダチョウ/ドリアント/玄の字。/安達些細/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,8位,Kit,俺ら試されてんのか,39,65.75,チェルカ/rayleigh/B群/土産/ぽっと出川/風邪め/射的屋/プーアル茶/大道無門/帰る亭中野周辺(3)/机上で実演/パンジ/湘ゼミ‪α‬(2)/ガブリエル・カサクシア(3)/業務用虚無(2)/田口さん🍙/よーすけ/ノビッタ/キャッツアイ/めがねの突撃/アカイダダリオのD/例のイルカ(2)/ドロップシンカー(2)/ジュエリーポニー(2)/ノヨヒノ/ダダダチョウ/んん゛/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,9位,harvest,しそ食べてもらってもいい？,38,64.9,塩鮭/里/チェルカ/土産/ほ/射的屋(3)/大至急/ふもー/ikdboy(2)/試家軽気/RANRANRAN/torankusu/A味噌汁/しろねこ/キナ/Simomi/ガブリエル・カサクシア(3)/あまるる/だうらぎり(2)/水谷新太郎/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ミスティカティ(2)/モカモカ(2)/ノヨヒノ/せんだい/Figaro/いりまめ/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,9位,糸目の鮟鱇,そのぽわーんってやつが恋だな,38,64.9,里/rayleigh/ばしはし/ぷろみん(2)/試家軽気(2)/PD/鮒侍/torankusu(2)/A味噌汁/机上で実演/ガッボデ/ガブリエル・カサクシア(3)/ポンサ/納屋の鍵/良識/合鴨の世界/水谷新太郎/メンテ/白黒まみれ/ジュエリーポニー(2)/ミスティカティ/モカモカ/とりふぐ/マサ内藤/ノヨヒノ/Figaro/サラダ遺伝子(2)/渡利　巣手呂/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,9位,ｼｰｽﾞｰｷｬﾊﾞﾘｱ,余白に騙されるなよ,38,64.9,きみをゆるさない。/B群/テケ罪/さんべ商会/chikira/射的屋/大道無門/800/PD/かーたー/しろねこ/机上で実演/Simomi/又三郎/ベンジャミン/ガッボデ/ガブリエル・カサクシア(3)/悪魔が夜来る/キャッツアイ/例のイルカ/harvest/さいころちゃらみん/頭脳まさき/マサ内藤/ノヨヒノ/サラダ遺伝子(3)/渡利　巣手呂(2)/リナちゃそ/糸目の鮟鱇/ドリアント/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,12位,rayleigh,これが大人に出す量なのか？,37,64.06,塩鮭/里/B群/土産/風邪め/テケ罪/さんべ商会(3)/chikira/射的屋/きれいな市役所/プーアル茶/800/サービス残響/A味噌汁/パサ/パンジ/ガブリエル・カサクシア(3)/ポンサ/あまるる/業務用虚無(2)/田口さん🍙/メンテ/例のイルカ(2)/ドロップシンカー/harvest/ハゲイナズマ/せんだい(2)/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,13位,open,このままだと手でいくけど,36,63.21,塩鮭/きみをゆるさない。/恥さらしのスパゲッティ/土産/風邪め/射的屋/キング/骨密度/プーアル茶/ikdboy/大道無門/ぷろみん/サービス残響/RANRANRAN/パサ/パンジ/ガブリエル・カサクシア(3)/ポンサ/納屋の鍵/あまるる/だうらぎり(2)/ダスチン・コフマン/白黒まみれ/モチ/ドロップシンカー/モカモカ/ふわっと(2)/大喜利の母/Figaro/いりまめ/ダダダチョウ/んん゛
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,13位,ガッボデ,みんな揃ってから乾杯だろ,36,63.21,里/はっぴーえんど/セトピア/風邪め/射的屋/大道無門/800/堅あげポテト好き/わけわかめ/torankusu/Simomi/ガブリエル・カサクシア(3)/ポンサ/納屋の鍵/良識/業務用虚無/ノビッタ/流星の絆/例のイルカ(2)/また師走が来たよ/harvest/さいころちゃらみん/頭脳まさき/ジェンツーペンギン/大喜利の母(2)/せんだい/いりまめ/糸目の鮟鱇/安達些細/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,13位,大道無門,そのドッキリは俺に言って良かったやつ？,36,63.21,B群/土産/ぽっと出川/射的屋(2)/大至急/かーたー/Kit/ガブリエル・カサクシア(3)/納屋の鍵/良識(2)/だうらぎり/悪魔が夜来る/業務用虚無(2)/田口さん🍙/うましか/ノビッタ/めがねの突撃/ぱち/harvest/ブイマツ/ミスティカティ/ノヨヒノ/せんだい(2)/サラダ遺伝子(2)/いりまめ/玄の字。/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,13位,納屋の鍵,なんでさっき轢いたの,36,63.21,ねこライト(2)/恥さらしのスパゲッティ(2)/ぽっと出川/ほ/いのちのぶんなぐり/射的屋/骨密度/プーアル茶/大道無門/ばしはし/サービス残響/PD/RANRANRAN/かーたー(2)/堅あげポテト好き(2)/torankusu/しろねこ/赤黄色/ガッボデ/kubodi/湘ゼミ‪α‬/ガブリエル・カサクシア(3)/だうらぎり/デミ侍/ジェンツーペンギン/大喜利の母/渡利　巣手呂/投票ボーナス(3)
6126_3485_XUB,2022-11-05,148人,写真で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/6126_3485_XUB.jpeg,17位,射的屋,美味しい、で合ってるのかな,34,61.51,はっぴーえんど/rayleigh/土産/おまつり/kamenoue/大至急/PD/赤黄色/湘ゼミ‪α‬/ガブリエル・カサクシア(3)/ポンサ/だうらぎり(2)/辺見豪/ダスチン・コフマン(2)/キャッツアイ/モチ/寺井/アカイダダリオのD/ハゲイナズマ/ミスティカティ/とりふぐ/ノヨヒノ/いりまめ/渡利　巣手呂/リナちゃそ/ダダダチョウ/安達些細/投票ボーナス(3)
