お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,1位,ｚｅｚｅ,メンバーで唯一のアラサーとして遠くに捨てられるのです,24,73.49,tetote(2)/Jコム男/核ラミナ(2)/ズリ/jun/尻銃装填(2)/ケアしてねパーマン(2)/現世細木数男/たらちね空を飛ぶ(2)/gife(3)/チャーリー(3)/ありちゃん/スコーピオンみゆき(3)
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,2位,つん,あの青いキレイなやつ、次のコンサートで吊るして,22,69.84,tetote/化粧品/Jコム男(2)/ズリ(2)/尻銃装填(2)/ケアしてねパーマン/現世細木数男(2)/たらちね空を飛ぶ(2)/gife(3)/チャーリー(2)/ありちゃん(2)/スコーピオンみゆき(2)
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,2位,蟹光線,マネージャー！水！あと重力ちょうだい！,22,69.84,ズマトン/化粧品/Jコム男/核ラミナ/ズリ/雪国のイッサイガッサイ(2)/尻銃装填(3)/ケアしてねパーマン(2)/現世細木数男(2)/たらちね空を飛ぶ(2)/gife(3)/チャーリー(2)/スコーピオンみゆき
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,4位,ズリ,助走をつけてライバルのあの子に強い攻撃を仕掛けます,18,62.54,tetote(2)/化粧品(2)/淀川流水/つん/雪国のイッサイガッサイ(2)/jun/尻銃装填(3)/現世細木数男/たらちね空を飛ぶ/gife/チャーリー/ありちゃん/スコーピオンみゆき
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,5位,千里,投げ銭ちょっと弱いかも,14,55.24,ムギヒッヒ(2)/尻銃装填(2)/ケアしてねパーマン(3)/現世細木数男/たらちね空を飛ぶ/gife(2)/チャーリー(2)/ありちゃん
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,6位,Tomy@Sweden,かぐや姫をぶっ飛ばしてきます,13,53.42,tetote/ズリ/jun/尻銃装填(2)/ケアしてねパーマン(2)/たらちね空を飛ぶ(2)/gife(2)/チャーリー/スコーピオンみゆき
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,6位,jun,ここにはキモいオタクが居なくて萌え萌えキュン,13,53.42,tetote/化粧品/Jコム男(2)/ズリ/尻銃装填(2)/ケアしてねパーマン/現世細木数男/たらちね空を飛ぶ/gife/スコーピオンみゆき(2)
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,6位,ナルシマアンバイ,無重力ダリーーーーなーーーーー！！,13,53.42,tetote/化粧品/尻銃装填(2)/ケアしてねパーマン/現世細木数男(2)/たらちね空を飛ぶ/gife/チャーリー/ありちゃん(2)/スコーピオンみゆき
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,9位,文豪ボツちゃん,まだ私は青かった,12,51.59,tetote/Jコム男(2)/つん/核ラミナ/雪国のイッサイガッサイ/ケアしてねパーマン/ナルシマアンバイ/たらちね空を飛ぶ/チャーリー/ありちゃん(2)
6100_7954_OUD,2021-12-30,24人,初めて宇宙に行ったアイドルの一言,NA,9位,里いも天狗,神推しなら出待ちくらいしてるはずじゃん,12,51.59,ズマトン/tetote/化粧品/Jコム男(2)/雪国のイッサイガッサイ/jun/ケアしてねパーマン(2)/たらちね空を飛ぶ/gife/ありちゃん
