お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,1位,ガッボデ,いい、タクシーで帰る,31,85.04,brooks/渡利　巣手呂(2)/魂の裏切りの夜/ねこライト/はっぴーえんど/私たち/ニューロン(2)/遠くを見ている/tomo(3)/きゅーきゅー(2)/ YU-KIN☆/八子八百(2)/ＣＭＣ/とろ/街角で/ザイチェフ閣下(2)/シーサイド品川/白黒まみれ/うなぎごまたろう/水谷新太郎/みやまる(2)/ニンニキニキニキ(2)
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,1位,渡利　巣手呂,忠誠誓うとき早口だったよね？,31,85.04,わからない/くじ(2)/うわぁ(2)/私たち(2)/ニューロン/はしるねこ(2)/ガシラ/tomo/＃の中のカマ吉くん/うなな/ YU-KIN☆/八子八百(2)/ＣＭＣ(2)/とろ/業務用虚無/たる棒/お吸い物/白黒まみれ/さっつん/赤い髪/みやまる/ケイト(2)/ニンニキニキニキ(2)
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,3位,きお,お前、我に言ってない技あるだろ,26,76.96,わからない(2)/うわぁ/私たち(2)/遠くを見ている/うなな/警邏/ＣＭＣ(2)/道化(2)/業務用虚無/パピ4(3)/お吸い物/一石投じ男/及川広大(2)/白黒まみれ/さっつん/赤い髪/ニンニキニキニキ/うんも/資本ネコ
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,4位,私たち,背の順に殺します、でかいやつは危ない,23,72.12,brooks(2)/うわぁ/tomo/うなな/警邏(2)/八子八百/ＣＭＣ(2)/とろ/シーサイド品川/たる棒/パピ4/お吸い物/一石投じ男/白黒まみれ/わんぱく大盛カレーライス(2)/みっつ/水谷新太郎/ケイト(2)
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,4位,＃の中のカマ吉くん,俺もセーブさせてよ,23,72.12,えふ/ニューロン/ガシラ(2)/うなな/警邏(3)/ＣＭＣ/道化/街角で/業務用虚無(3)/たる棒(2)/お吸い物/一石投じ男/及川広大/くろうとチェリー(3)/みやまる
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,6位,白滝BOX,よくぞ来た、もう楽にさせてくれ,20,67.27,brooks(2)/くじ/うわぁ(2)/ねこライト(2)/警邏/八子八百/ＣＭＣ(2)/とろ/業務用虚無(3)/机上で実演/サイジョ/及川広大/うなぎごまたろう/みっつ
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,7位,シーサイド品川,ブハハハ、悲しみのブハハハ,19,65.65,@obasuma(2)/くじ/八子八百/ＣＭＣ/たる棒/パピ4/サイジョ/及川広大/白黒まみれ(3)/わんぱく大盛カレーライス(3)/みっつ/ふもー(2)/資本ネコ
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,8位,tomo,毒の沼が今一番落ち着く,18,64.04,ニューロン(2)/はしるねこ/遠くを見ている/＃の中のカマ吉くん/うなな/きゅーきゅー/八子八百/ＣＭＣ(2)/業務用虚無(2)/机上で実演(3)/パピ4/みっつ/ニンニキニキニキ
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,9位,轢歩帰,熱湯3分か...一応2時間置いとこ,16,60.8,@obasuma/わからない/渡利　巣手呂/Kazuword/ガシラ(2)/きゅーきゅー/八子八百/ＣＭＣ(3)/とろ/一石投じ男(2)/赤い髪/くろうとチェリー
9537_3446_WCW,2022-04-21,74人,めちゃくちゃ裏切られているのでもう何も信じられない魔王「○○○」,NA,10位,ピロ式,なんかもう好きになるのが怖い。,14,57.57,brooks/ニューロン(2)/ガシラ(2)/＃の中のカマ吉くん/きゅーきゅー(2)/ＣＭＣ/とろ/道化(2)/赤い髪/くろうとチェリー
