お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,1位,ペン,撒くためだけのガソリンがある,60,86.06,ココア/半丙太/すわりせまし/ちきちきた/yota_(3)/山田生姜/しばらくはうに/北千住柱間(3)/エバラ/お雑煮ボーリング/パステルゆんゆん/ボルシチ/ワトゥー/放尿魔/おきおきひ/ハイオク100リッター(2)/赤い髪/甘酒こうじ(2)/洋介山/葱仮面/業務用虚無(2)/ぽーちゃん/もるぺちda/きれいな市役所/まずしんご/iakuro(2)/しざりEXモード/はっぴーえんど/能動的三半規管/ベイベベイベー/しぐ/うえじゅん/白黒まみれ/あまりにも速い犬/収蔵/チキンケバブタ/kesyousui/きゃりーまらまら/ToraChan(2)/あぐくねる/ふるれ/ヤゴコロコージ(2)/ブトマ/魔法のタイらんど(2)/机上で実演(2)/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,1位,井上ヘノシタ,今の歩行者轢けたよ,60,86.06,ノニバス/ちきちきた/優しさの木/賢/山田生姜(2)/ターンブル/北千住柱間(2)/バブ四段/お雑煮ボーリング/のちほど/three-all/omoti/パステルゆんゆん/さむちょ/ボルシチ/ワトゥー/放尿魔/おきおきひ/大金星/黒胡椒/やんわり/赤い髪/こぼれおちないCH(2)/突然及川/洋介山/三重県津市/葱仮面/業務用虚無(2)/まったん冷え性/ぽーちゃん/犬が居ぬ/帰る亭中野周辺/でろ坊/健やか本社(3)/まずしんご/しざりEXモード/カツカレーライス大盛り(3)/しぐ/うえじゅん/らせまる(3)/kesyousui/orionfires(2)/カツカリーパン食え/あぐくねる/魔法のタイらんど/劣等生の扁桃腺/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,3位,ポャチ,「事故はこれより痛い」で押し通してくる,53,79.93,ダァ(2)/ノニバス(2)/アホランド/すわりせまし/すぐラップ&チルド/サバイブレーション(2)/山田生姜/chikira/フェルミ粒子/バブ四段/お雑煮ボーリング/omoti/さむちょ/ワトゥー/マカマカエキス(2)/モチモチ/いちとっと/はいいいえ/被弾(3)/背骨増し増し(2)/葱仮面/業務用虚無(2)/きつねそば/まずしんご/iakuro(2)/詐病立米/能動的三半規管/むもん/iiha(2)/たく/ベイベベイベー/うえじゅん/白黒まみれ/あまりにも速い犬/きゃりーまらまら(2)/あぐくねる/shika shika/机上で実演/れれれのれき/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,4位,魔法のタイらんど,「殺されるかもしれない運転」を心がける,51,78.17,ツチノコ/ミッチー/すぐラップ&チルド/ちきちきた/yota_(3)/山田生姜/北千住柱間(2)/フェルミ粒子(3)/エバラ/omoti/40代(漢)プリキュア/モチモチ/いちとっと/はいいいえ/こぼれおちないCH/背骨増し増し(2)/あかとら君/迷探亭困難/ポャチ/甘酒こうじ(2)/洋介山/白無垢のアマガエル(2)/業務用虚無/まったん冷え性/でろ坊/もるぺちda/こめだこ/カツカレーライス大盛り/詐病立米/むもん/iiha/ベイベベイベー/しぐ/うえじゅん/収蔵/カツカリーパン食え/ToraChan(2)/ヤゴコロコージ/れれれのれき/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,5位,おきおきひ,減点にならない轢き方がある,45,72.91,ツチノコ/ペン/トドのつまみ/ノコノコdeath/ちきちきた/恩奈残(2)/賢(2)/山田生姜/しばらくはうに(2)/北千住柱間(3)/のちほど/three-all/ワトゥー/40代(漢)プリキュア/マカマカエキス/コハ/狂人m/被弾(2)/エマワト村/葱仮面(2)/犬が居ぬ/でろ坊/こめだこ/きれいな市役所/まずしんご/iakuro/能動的三半規管(2)/むもん/しぐ/チキンケバブタ(2)/orionfires(2)/きゃりーまらまら/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,6位,パステルゆんゆん,教官がトランクから見つかる,43,71.16,ペン/半丙太(2)/アホランド/小森/エス/北千住柱間(3)/バブ四段/のちほど/さむちょ/緯度(2)/放尿魔/滝から栗捨てる/やんわり(2)/こぼれおちないCH(3)/突然及川/ポャチ/みささぎ/きつねそば/まったん冷え性/まずしんご/しざりEXモード/はっぴーえんど/うえじゅん/白黒まみれ/HS三遊間/きゃりーまらまら(2)/あぐくねる(2)/ふるれ/ヤゴコロコージ/shika shika/魔法のタイらんど/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,6位,ブトマ,今、どうして煽らなかった？,43,71.16,ツチノコ/大ちゃんす/ココア/ペン/マチルダ少佐/優しさの木/賢/ミニお馬/山田生姜/しばらくはうに/ターンブル/北千住柱間/パステルゆんゆん/工事茶/ワトゥー/40代(漢)プリキュア/赤い髪/こぼれおちないCH(2)/あかとら君(3)/業務用虚無(2)/まったん冷え性/こめだこ(2)/iakuro/めめんと/カツカレーライス大盛り(2)/能動的三半規管/たく/チキンケバブタ(2)/HS三遊間/カツカリーパン食え/あぐくねる(2)/机上で実演/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,6位,迷探亭困難, 最初に「大人しくなった生徒」の映像見せる,43,71.16,ツチノコ/ミッチー/ノコノコdeath/すわりせまし/優しさの木/山田生姜/北千住柱間/ミツバ/フェルミ粒子(3)/エバラ/のちほど/粉石鹸/omoti/イヌタク/マカマカエキス/はいいいえ/コハ/赤い髪/こぼれおちないCH/ミラー/甘酒こうじ(2)/エマワト村/三重県津市/でろ坊/詐病立米/むもん/たく/ベイベベイベー/白黒まみれ/収蔵(2)/HS三遊間/kesyousui/あぐくねる(2)/井上ヘノシタ(2)/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,9位,ターンブル,首の骨も左折された,39,67.65,マチルダ少佐(3)/小森(2)/chikira/omoti/ボルシチ/イヌタク/おきおきひ/大金星(3)/黒胡椒(2)/やんわり(2)/赤い髪/ミラー/甘酒こうじ/業務用虚無/きつねそば/rieru〆/健やか本社/白黒まみれ/ぺね(2)/チキンケバブタ/orionfires/あぐくねる(2)/井上ヘノシタ(3)/机上で実演/劣等生の扁桃腺/投票ボーナス(3)
0949_4301_GTW,2024-02-06,153人,暴力が支配する自動車学校,NA,9位,ノニバス,事故のビデオ見た後「これをやれ」と言われる,39,67.65,ペン(2)/マチルダ少佐/優しさの木/山田生姜/ターンブル/北千住柱間/40代(漢)プリキュア/放尿魔/メッテルニヒ(2)/Mebiria/はいいいえ/コハ/やんわり(3)/甘酒こうじ/洋介山/三重県津市(2)/業務用虚無/でろ坊/きれいな市役所/iakuro/たく/うえじゅん/あまりにも速い犬/HS三遊間/きゃりーまらまら/カツカリーパン食え/あぐくねる(2)/ふるれ/井上ヘノシタ(2)/投票ボーナス(3)
