お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,1位,ニューロン,忘れた頃にのどごしがくる,70,87.65,大道無門/釜ちびちび/うわぁ(2)/さかなのたまり場/花と額縁/ヒカル/ゆるふわ冬至/ダダダチョウ(2)/こたつ/ライトオンキュー/3ねこ/たる棒/Simomi/寺井/フイ/ランゲル・ハンス/二階から手続き/悪魔が夜来る/かねまる/ふわっと(2)/気球マイスター/鴨とサイコロ/ベンジャミン/ネキ/ししだ(2)/白滝BOX/スポーツバッグ/ボルボックス(2)/ハルマレ/ヒラメ(3)/んん゛/ゆめみ/モチ/kamenoue/PD/森山/じゃん/ペッタ/ぽっぽ/ｼﾉﾀﾞ@qop397(3)/ましましのしま/めがじ(2)/セトピア/暮らし/農家(2)/おくばやし(2)/ふもー/つか(2)/業務用虚無(2)/半丙太/マチヤマハブ/女将/納屋の鍵/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,2位,ベンジャミン,行くたびに違うご夫婦が切り盛りしてる,62,81.49,ほろほろ/gas/C.C.C/ポコ太郎(2)/ライトオンキュー/シュヴァルツ(3)/たる棒/水谷新太郎(2)/フイ/ナンの一部(3)/のちほど/コク/大喜るのすけ/せんだい(2)/気球マイスター/ダスチン・コフマン/JaxanYury(3)/明鏡シスコン/赤黄色/トドのつまみ/ししだ/Y氏/カタン(2)/ボルボックス/螺旋貝柱/オカロカン/ペッタ/青いかさ/ましましのしま(3)/セロリ大統領/めがじ/吉高(2)/しろねこ/セトピア/おくばやし/꒰ঌPё天使໒꒱/半丙太/ムラサキ野菜(3)/ダダダ/猫屋敷/きれいな市役所(2)/女将/世界/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,2位,農家,いらっしゃい、1人？鍵閉めて,62,81.49,ほろほろ/是非(2)/大道無門/gas/うわぁ(3)/カレーラ水/C.C.C/さかなのたまり場/100エーカーの森喜朗/ポコ太郎/こたつ/ライトオンキュー/生身/二階から手続き/きらら/ふわっと(2)/せんだい/トリニダード木箱/試家軽気/鴨とサイコロ/ごまいぬ/ネキ(2)/赤黄色/Gully/スポーツバッグ/Y氏/みやまる/フニャダキシン(2)/いのちのぶんなぐり/んん゛/PD(3)/青いかさ/ｼﾉﾀﾞ@qop397(3)/ましましのしま/セロリ大統領(3)/しろねこ/ドルフィンキック/ふもー/一酸化炭素(3)/マチヤマハブ/特効さん/珍百景のクロ/納屋の鍵(3)/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,4位,ネキ,この動きもおかわりなのか,56,76.87,きみをゆるさない。/gas/やる/こたつ/3ねこ/テケ罪/すーず(2)/寺井/ナンの一部/コク(2)/かねまる/里/トリニダード木箱/気球マイスター/鴨とサイコロ(2)/明鏡シスコン/ベンジャミン/腹巻きポテチ/Gully/カタン/ハルマレ/ヒラメ(3)/かくれどり/ゆめみ(3)/kamenoue(2)/PD/森山/めがじ/ニューロン/農家/たこかいな(2)/つか(3)/業務用虚無(3)/ムラサキ野菜(2)/マチヤマハブ/珍百景のクロ/納屋の鍵(2)/ちくわうし/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,5位,青いかさ,香川県で店舗数を伸ばしてる,53,74.56,灰色こたつ/D-6/うわぁ(2)/カレーラ水(2)/さかなのたまり場/ゆるふわ冬至/安達些細/ぬりかべ(2)/Simomi/生身/掻痒/のちほど(2)/寿司ブルドーザー/ベンジャミン(2)/ししだ(2)/腹巻きポテチ/rayleigh/Gully/みやまる(2)/ボルボックス/ハルマレ/ヒラメ(3)/＃の中のカマ吉くん/ゆめみ/じゃん/セロリ大統領(3)/ううここ/業務用虚無/一酸化炭素(3)/こんなところにエビチリ(3)/さんべ商会(2)/ダダダ/きれいな市役所/がんばりま翔/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,6位,ドルフィンキック,割り箸洗ってた,52,73.79,是非/D-6/うわぁ/さかなのたまり場/やる/100エーカーの森喜朗/花と額縁/ゆるふわ冬至/ぬりかべ/シュヴァルツ/Simomi/二階から手続き/のちほど/かねまる/里/せんだい/寿司ブルドーザー/JaxanYury/明鏡シスコン/ベンジャミン/Gully/けーねこ/みやまる/電子レンジ/フニャダキシン/＃の中のカマ吉くん/kamenoue(2)/森山/青いかさ/ましましのしま/セロリ大統領(3)/覇道きてぃ/しろねこ/おくばやし(2)/たこかいな(2)/つか(2)/一酸化炭素/ゴーダチーズ(3)/ピチピチマッチョまちゅり/長谷川キモ彦/珍百景のクロ/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,7位,ハルマレ,両隣に注文してないおじさんがいる,50,72.25,ほろほろ/大道無門/カレーラ水/ヒカル/ダダダチョウ/テケ罪/Simomi/すーず/寺井/水谷新太郎/のちほど/藤の実(2)/バトルアックス(2)/TwistNight/試家軽気/明鏡シスコン/鉛筆削り/ししだ/白滝BOX/Y氏/カタン(2)/＃の中のカマ吉くん(2)/PD/ペッタ/いっぱい秋(2)/青いかさ/カンガルーノート/しろねこ/たこかいな(3)/業務用虚無/一酸化炭素(2)/ムラサキ野菜/ゴーダチーズ(2)/マチヤマハブ/珍百景のクロ/ダダダ/納屋の鍵(2)/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,7位,森山,無料みたいな漬け物が置いてある,50,72.25,gas/カレーラ水(3)/さかなのたまり場/ライトオンキュー/3ねこ/すーず/ナンの一部(3)/のちほど/コク/バトルアックス(2)/トリニダード木箱/寿司ブルドーザー/鴨とサイコロ/明鏡シスコン/ネキ(2)/トドのつまみ/ししだ/腹巻きポテチ/Gully/スポーツバッグ/電子レンジ(2)/ハルマレ/いのちのぶんなぐり/＃の中のカマ吉くん/PD/じゃん/ペッタ/覇道きてぃ/ニューロン/暮らし/おくばやし/たこかいな(2)/半丙太/ハッスル運動会/ルッコラ(3)/ちくわうし(2)/投票ボーナス(3)
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,9位,shinpoko,七味の穴が、大きな1個,48,70.71,大道無門/100エーカーの森喜朗/ダダダチョウ/ぬりかべ/3ねこ(2)/シュヴァルツ/たる棒/確率論のパラテママ/二階から手続き/のちほど/コク/きらら/里/せんだい(2)/ハチコー(2)/寿司ブルドーザー/TwistNight(2)/ごまいぬ/ベンジャミン/鉛筆削り/ネキ/赤黄色/かくれどり/オカロカン/ゆめみ/ペッタ/ｼﾉﾀﾞ@qop397/セロリ大統領/覇道きてぃ/ソフト/吉高/ふもー/及川広大/業務用虚無(2)/あいつら全員町内会(2)/ムラサキ野菜/少しだけ賢い/マチヤマハブ/特効さん/猫屋敷/納屋の鍵/がんばりま翔
6597_7542_LYQ,2022-12-07,179人,油断出来ない蕎麦屋さん,NA,9位,少しだけ賢い,いくら払っても「丁度頂きます」から始まる,48,70.71,灰色こたつ/うわぁ/100エーカーの森喜朗/花と額縁/ゆるふわ冬至/ライトオンキュー/テケ罪(2)/すーず/フイ/二階から手続き/コク/里/せんだい/トリニダード木箱/試家軽気/鴨とサイコロ(2)/明鏡シスコン/ししだ/rayleigh/Y氏/みやまる/ヒラメ(3)/オカロカン(2)/モチ/ペッタ/あまるる/覇道きてぃ/ふもー(2)/ミスティカティ/一酸化炭素/あいつら全員町内会/ピチピチマッチョまちゅり(2)/珍百景のクロ/納屋の鍵/がんばりま翔/ちくわうし(3)/投票ボーナス(3)
