お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,1位,うんも,僕の健康診断結果だけこれ,27,80.38,＃の中のカマ吉くん(2)/里いも天狗/ばかじゃないのに(3)/里見英次郎/冷たいチャック/世未/白黒まみれ/しちろー/ニューロン/業務用虚無(3)/わからない/かくれどり/ふもー(2)/ゴボウボゴ/とりっく(2)/きゅーきゅー(2)/揚げたてメンチメン/tomo/ブラックパンダー
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,2位,思い出のサンサロ,面白い形でも隕石は隕石,24,74.92,里いも天狗/とろ/シャア専用ラテ(2)/めめ/世未(3)/白黒まみれ/ニューロン/きお/魂の裏切りの夜/夏のワルプルギス(2)/かくれどり(3)/架空/とりっく(2)/うんこザウルス(3)/キャッツアイ
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,3位,かくれどり,5つ目の季節「窈(よう)」が追加されるんだって,20,67.64,ばかじゃないのに/シャア専用ラテ(2)/世未(2)/机上で実演/水谷新太郎(2)/わからない/ガシラ/植田(3)/@obasuma/メスカマキリ(3)/及川広大/yuboon(2)
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,3位,きお,どんな手術をするのかは説明してくれない,20,67.64,ばかじゃないのに/まつもとたろう/めめ(2)/冷たいチャック/世未/しちろー/業務用虚無/水谷新太郎/ガシラ/かくれどり/春屋○イ/特効さん/くろうとチェリー/とりっく/思い出のサンサロ(3)/yuboon/キャッツアイ
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,5位,水谷新太郎,※今週の｢ヤバイわよ！ヤバ子さん｣は作者急病のためお休みです,19,65.82,里見英次郎/冷たいチャック/ごまふ/道化(2)/世未/しちろー(2)/業務用虚無/わからない/ガシラ(3)/@obasuma/ふもー/とりっく/yuboon/ザイチェフ閣下(2)
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,6位,キャッツアイ,いらない関節が栄養を欲しがってる,17,62.18,＃の中のカマ吉くん/里いも天狗/ばかじゃないのに/とろ/シャア専用ラテ/里見英次郎/渡利　巣手呂/白黒まみれ/しちろー(2)/きお/魂の裏切りの夜/夏のワルプルギス/架空/ふもー/きゅーきゅー/yuboon
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,6位,魂の裏切りの夜,村に1つしかないトイレが凍ってる,17,62.18,里いも天狗/ばかじゃないのに/めめ/世未(3)/わからない/植田/@obasuma/かくれどり/架空/冬嗣/特効さん/及川広大/パピ4/yuboon(2)
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,あきのこがに,3日経っても集中線が取れないので遊び始めた,16,60.36,めめ(3)/世未/机上で実演/業務用虚無(3)/ガシラ/植田/ふもー(2)/ゴボウボゴ/思い出のサンサロ/きゅーきゅー/しもむら
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,とりっく,斬新な頭上注意の看板,16,60.36,ばかじゃないのに/シャア専用ラテ/まつもとたろう/めめ(2)/里見英次郎/世未/しちろー/業務用虚無(2)/ガシラ(2)/かくれどり/くろうとチェリー/ゴボウボゴ/きゅーきゅー
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,パピ4,うお、本物のブイチューバーだ、背中見せてください,16,60.36,ばかじゃないのに(2)/うんも/ピロ式/世未(2)/机上で実演/ニューロン/わからない(2)/@obasuma/夏のワルプルギス(2)/かくれどり/ほ/しもむら
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,八子八百,影武者が主張しだした,16,60.36,ばかじゃないのに/めめ(2)/世未/白黒まみれ/ニューロン/業務用虚無/水谷新太郎/きお(2)/夏のワルプルギス/ふもー/及川広大(2)/きゅーきゅー(2)
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,大丸水産,もう止まれない車に乗っている,16,60.36,ばかじゃないのに/うんも/めめ(2)/里見英次郎(3)/世未/みっつ/ニューロン/植田/魂の裏切りの夜/夏のワルプルギス/ほ/きゅーきゅー/tomo
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,8位,白黒まみれ,指ってスゴイ　傷に塩塗れるし核のボタンも押せる,16,60.36,シャア専用ラテ/道化(2)/世未/机上で実演/ニューロン(2)/植田/きお(2)/メスカマキリ/かくれどり(2)/ふもー/八子八百/yuboon
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,14位,samecapibara,ほうれん草を食べまくって水を飲まない、片足が地雷に乗ったままのホームレス,15,58.54,ばかじゃないのに/シャア専用ラテ/めめ(2)/世未(2)/ニューロン(2)/わからない(2)/かくれどり(2)/パピ4/ブラックパンダー(2)
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,14位,さいころちゃらみん,ポテチでサワークリーム味選ぶような男,15,58.54,＃の中のカマ吉くん/ばかじゃないのに(2)/シャア専用ラテ/めめ(3)/世未/しちろー/ニューロン/ゴボウボゴ(2)/とりっく/きゅーきゅー/ブラックパンダー
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,14位,とろ,cv.出川哲朗,15,58.54,＃の中のカマ吉くん/世未(3)/しちろー/ニューロン/業務用虚無(2)/ましゆ(2)/ふもー/とりっく(2)/思い出のサンサロ/ザイチェフ閣下
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,17位,jun,二階まで徒歩30分の物件,14,56.72,ばかじゃないのに/シャア専用ラテ/めめ/里見英次郎/世未(2)/白黒まみれ(2)/ニューロン(2)/わからない(2)/さっつん/しもむら
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,17位,tomo,どこが痒いか分からない,14,56.72,＃の中のカマ吉くん/ばかじゃないのに(2)/めめ(2)/世未(2)/ニューロン/@obasuma/架空(2)/及川広大/ゴボウボゴ/八子八百
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,17位,みっつ,タオルの代わりに犬で拭いたら,14,56.72,ばかじゃないのに/世未(3)/しちろー/ニューロン/水谷新太郎(3)/さっつん/ガシラ(2)/ふもー/きゅーきゅー
1430_3054_UTM,2022-03-26,72人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/1430_3054_UTM.jpeg,17位,ガッボデ,医者があんま煽るな,14,56.72,ばかじゃないのに/まつもとたろう/めめ/世未/机上で実演/ニューロン/0Shara/きお/春屋○イ/及川広大(2)/ゴボウボゴ/思い出のサンサロ(2)
