お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,1位,たる棒,作られた真っ白な村,35,82.78,架空(2)/業務用虚無(3)/きゅーきゅー/母さん/みやみや(2)/ガス野/魂の裏切りの夜(3)/カクレミノムシ/みささぎ/最後の無職/植田/ふもー/富豪(2)/AYAKA(2)/わからない(3)/男も育休/ソル/白黒まみれ(2)/世未(2)/つん(2)/ホリ/フクリク
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,2位,チダ,3年生は夏の大会前に引退した,30,76.15,架空(2)/ありすbot/リヤ/業務用虚無/さいころちゃらみん/きゅーきゅー(2)/みやみや(3)/黒河ドロボー/Kit/米(おこめ)/＃の中のカマ吉くん/えふ(2)/最後の無職/バジルごはん/植田/ザイチェフ閣下/ふもー/富豪/男も育休(2)/tomo/brooks/水谷新太郎/世未/びろびろーん
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,3位,ザイチェフ閣下,真実をお話ししましょう,27,72.18,@obasuma/資本ネコ/ありすbot/リヤ/業務用虚無/みやみや(2)/臀み/wowwow/まえみつ/きゃすが/米(おこめ)/くろうとチェリー/サーベルタイガー/粘土細工/キルヒホッフ/ガッボデ/brooks/渡利　巣手呂/誓約/水谷新太郎(3)/世未/とりっく/みっつ/ホリ
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,4位,ます,も1人,26,70.86,業務用虚無(2)/きゅーきゅー(3)/Kit(2)/カクレミノムシ(3)/粘土細工/最後の無職/ふもー(3)/おあつらえ/わからない(2)/ソル/白黒まみれ/水谷新太郎/世未(3)/つん(2)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,4位,水谷新太郎,早めに出産しました,26,70.86,架空/リヤ(2)/きゅーきゅー/道化(2)/きゃすが/魂の裏切りの夜(2)/米(おこめ)/＃の中のカマ吉くん(2)/えふ/サーベルタイガー/最後の無職/バジルごはん/植田/たる棒/ザイチェフ閣下/キルヒホッフ(3)/おあつらえ/brooks/世未/つん
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,6位,みっつ,そうな奴は大体友達,23,66.88,@obasuma/ありすbot/業務用虚無(2)/きゅーきゅー/母さん(2)/chopman/ガス野/＃の中のカマ吉くん(2)/カクレミノムシ/粘土細工/ザイチェフ閣下/ふもー/ガッボデ(2)/誓約/世未/びろびろーん(2)/つん(2)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,7位,熱と気体,仲良くなった友達だ、興味がわかない。,22,65.56,業務用虚無(2)/みやみや/魂の裏切りの夜/くろうとチェリー(2)/いの(2)/キルヒホッフ/おあつらえ/富豪(2)/AYAKA(2)/男も育休/ソル(3)/渡利　巣手呂/水谷新太郎/つん/ホリ
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,8位,臀み,甲子園を目指さないムードになってきた野球部,21,64.23,架空/業務用虚無(2)/きゅーきゅー/みやみや(2)/chopman(2)/Kit(2)/カクレミノムシ/最後の無職/植田/ザイチェフ閣下/おあつらえ(2)/男も育休/tomo/世未/とりっく/ホリ
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,9位,@obasuma,クソゲーで高低差作っておくか,20,62.91,業務用虚無/母さん/ガス野(2)/魂の裏切りの夜/最後の無職/遠くを見ている/ふもー(2)/おあつらえ/富豪/ソル/渡利　巣手呂/世未(2)/ピロ式(2)/とりっく(3)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,9位,ブラックパンダー,プロポーズは断っておきました,20,62.91,ありすbot/リヤ(2)/みやみや/臀み/まえみつ/道化(3)/Kit/＃の中のカマ吉くん(2)/粘土細工/バジルごはん/tomo/渡利　巣手呂/水谷新太郎(2)/びろびろーん/フクリク
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,11位,まえみつ,2の出汁を取ります,17,58.94,業務用虚無/母さん/確認くん/臀み/wowwow/道化(2)/きゃすが/米(おこめ)/＃の中のカマ吉くん/たる棒/誓約(2)/世未(2)/ピロ式/びろびろーん
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,12位,tomo,退職の理由の欄にインクをぶちまけておく,15,56.29,@obasuma(2)/業務用虚無/きゅーきゅー/みやみや/カクレミノムシ/えふ/たる棒/ガッボデ/渡利　巣手呂/世未(2)/びろびろーん/とりっく(2)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,12位,男も育休,1と2の水分を抜いておく,15,56.29,架空/さいころちゃらみん/みやみや/道化(2)/カクレミノムシ(3)/みささぎ/植田/ふもー/白黒まみれ/世未(3)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,14位,さいころちゃらみん,Netflixで1と2を予習しとこ,14,54.96,業務用虚無/母さん/みやみや/wowwow(2)/いの(2)/サーベルタイガー/誓約(2)/水谷新太郎(2)/世未/とりっく
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,14位,カクレミノムシ,軽を売る,14,54.96,ありすbot/さいころちゃらみん/母さん/みやみや/臀み(2)/道化/バジルごはん/ザイチェフ閣下/おあつらえ/ソル/brooks/誓約/つん
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,16位,架空,口を極限まですぼめるギュ,13,53.64,ありすbot/母さん(3)/みやみや/まえみつ/米(おこめ)/キルヒホッフ/富豪/ソル(2)/びろびろーん(2)
3160_5399_LGU,2022-03-02,64人,スプラトゥーン3に備えて○○○,NA,17位,brooks,２までは持ってなかったことにする,12,52.31,みやみや/道化/米(おこめ)/粘土細工/キルヒホッフ(2)/おあつらえ(2)/ソル/誓約/世未(2)
