お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,1位,短米,青くないと感じた場合、全額返金いたします,50,83.51,一石投じ男/モルヒネ夫/金玉3倍デー/しもむら/はっぴーえんど/なむなむえふぇくと/ひだりみみ(3)/アポロっち/きゅーきゅー/気球マイスター/たくさん応援(3)/キーちゃん/業務用虚無/大残渣/たんぱく室(3)/ちきちきた/どこにでもいる太郎/アガリブル/よしんば/ゆげ(2)/ましましのしま/guniguni/糸目の鮟鱇/ねこライト/Longab/やる/ちくわうし/枠の外(2)/たこかいな/シュヴァルツ/ジェンツーペンギン(2)/瀬戸際ヤゴ/かくれどり/ケムケムケムッソ/懸垂ができる/こむら返り/ジャスミン茶外伝(3)/サメVS巨大タコス/カクレミノムシ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,2位,一石投じ男,上見ると「白い雲↑」の看板がある,45,78.66,はっぴーえんど/ひだりみみ(3)/アポロっち/武山/水谷新太郎/白黒まみれ/パセリを添えて(2)/harvest/たる棒(2)/業務用虚無(2)/大残渣/秋/じゃん/omiun(2)/びろびろーん/ちきちきた(2)/すらさん(2)/どこにでもいる太郎/アガリブル(2)/よしんば/ホールド・ナッツ(3)/B群(2)/Longab/りんかんがっこう(2)/ちくわうし/たこかいな(2)/ジェンツーペンギン/瀬戸際ヤゴ/懸垂ができる(3)
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,3位,糸目の鮟鱇,青い文豪が自殺した,44,77.68,ハコダイオ(3)/はっぴーえんど/なむなむえふぇくと/アポロっち/水谷新太郎(3)/白黒まみれ/ニューロン(2)/机上で実演/みささぎ(2)/たる棒/架空(2)/緑峰(2)/デミ侍/揚げたてメンチメン/遠くを見ている/アガリブル/よしんば/ワッショイサンバ(2)/guniguni(2)/さいころちゃらみん(2)/山岸/りんかんがっこう/ぴぐフライ/たこかいな/マチ/シュヴァルツ/かくれどり/ケムケムケムッソ(2)/及川広大/寺井(3)
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,4位,渡利　巣手呂,色はこっちで決めるよ,39,72.83,武山/A味噌汁/harvest/ニコイチ/業務用虚無(2)/架空/＃の中のカマ吉くん/ポンサ/kevin/ゆうとってゆうとるやん/Normal boy/うわぁ/omiun/また師走が来たよ/遠くを見ている/ザイチェフ閣下(2)/よしんば/ワッショイサンバ/ニュー文字/guniguni/糸目の鮟鱇(2)/齋藤(3)/やる/ちくわうし/ジェンツーペンギン/赤黄色/瀬戸際ヤゴ(2)/セトピア(2)/及川広大/おあつらえ(2)/キャッツアイ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,5位,よしんば,青いって先言わない方がウケるよ,37,70.89,ネオ/しもむら(2)/武山/研究会員/水谷新太郎/きゅーきゅー(2)/気球マイスター/暴風よ吹け/harvest/業務用虚無(2)/じゃん/揚げたてメンチメン/kevin/Normal boy/うわぁ/また師走が来たよ/遠くを見ている/アガリブル(2)/ゆげ/ニュー文字/つくり真顔/やる/たこかいな/シュヴァルツ/クロネコ/かくれどり/ケムケムケムッソ/こんみ(2)/資本ネコ/おあつらえ/こむら返り/ジャスミン茶外伝
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,6位,Normal boy,遭難にしては良すぎるな,36,69.92,tomo/なむなむえふぇくと/ひだりみみ/らんちゃん/A味噌汁/きゅーきゅー/白黒まみれ/たくさん応援(3)/たる棒/業務用虚無(2)/たんぱく室/ポンサ/kevin(2)/また師走が来たよ/guniguni(2)/糸目の鮟鱇/つくり真顔/ぴぐフライ/ムラサキ野菜(2)/ちくわうし(2)/枠の外(2)/たこかいな(2)/マチ/赤黄色/ケムケムケムッソ(2)/おあつらえ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,6位,ニューロン,ナプキンのCMで使われている,36,69.92,一石投じ男/モルヒネ夫(3)/しもむら/れれれのれき(3)/アポロっち/水谷新太郎/きゅーきゅー/たる棒/業務用虚無(3)/大残渣/初期装備/メロディックストーム/揚げたてメンチメン/ポンサ(3)/ホールド・ナッツ(3)/ねこライト/山岸(2)/シュヴァルツ(2)/セトピア/ふもー(2)/及川広大/サメVS巨大タコス/カクレミノムシ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,8位,みささぎ,俺ここで静脈盗まれた,35,68.95,ネオ/武山/研究会員/白黒まみれ/ニューロン(3)/机上で実演/猫屋敷/たる棒/大残渣/秋(2)/架空(2)/緑峰(3)/揚げたてメンチメン/うわぁ/omiun/遠くを見ている/ちきちきた/ましましのしま/guniguni/糸目の鮟鱇/さいころちゃらみん(2)/山岸/インド哲学/シュヴァルツ/こむら返り/灰谷(2)/カクレミノムシ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,8位,春屋○イ,どこも断られた。もうここで演奏するしかない,35,68.95,ネオ/金玉3倍デー/しもむら/研究会員/RANRANRAN/気球マイスター/赤ぺこり/猫屋敷/みささぎ/じゃん/kevin(2)/ます/Normal boy/また師走が来たよ/びろびろーん/ちきちきた/どこにでもいる太郎(2)/アガリブル/つくり真顔/りんかんがっこう/ムラサキ野菜(2)/枠の外/ジェンツーペンギン/瀬戸際ヤゴ(2)/かくれどり/及川広大(2)/こむら返り/ジャスミン茶外伝/キャッツアイ/カクレミノムシ
4968_6932_JQZ,2022-06-30,155人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/4968_6932_JQZ.jpg,8位,遠くを見ている,畑が死んでましたもんね,35,68.95,一石投じ男/よんずい/武山/水谷新太郎/きゅーきゅー/八子八百/ウラニワ/harvest/机上で実演/赤ぺこり/ニコイチ/たる棒/秋/架空(2)/＃の中のカマ吉くん/緑峰/デミ侍/Normal boy/omiun/また師走が来たよ/びろびろーん(3)/ワッショイサンバ/guniguni(2)/つくり真顔/やる/たこかいな/インド哲学/シュヴァルツ/おあつらえ/サメVS巨大タコス/キャッツアイ
