お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,1位,chiwachiwa,さっき笑ってた子だよね,55,88.14,東松永(2)/しょうりゅー/きゃりーまらまら(2)/ふぁい/その服装(2)/もりそば/ドゴドド/珍百景のクロ/お雑煮ボーリング/低血圧/犬ヒロシ/満天星まいてぃん/ろいやる/練馬のバッタ/はちわれ/紫電/atatakaimizu/さすけのお兄/昨今/さんだる/レレレの又三郎/クルペッコの手羽元/ウラニワ(3)/ささくれ/山田生姜/くいてー/スカイブルー(2)/木魚/スポーツ・芸能/たまごと呼ばれて３年目/ぽせい/こぼれおちないCH/ベモペギ/レイルレイル/ぎゃら/大体いつも眠い人/ハクシャバノビッチ/Ary/石崎/石原消し炭/きまぐれ/めっけもん/律動(2)/gas/ちくわうし/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,2位,くものす,一年は弾拾いだぞ,52,85.03,東松永/瀧山グングニル/きゃりーまらまら/ハチノス胃/もりそば/元横綱(2)/錆缶/monika/満天星まいてぃん/899/うしにょこ👉🐮👈/はちわれ/atatakaimizu/ヘススちゃん/鮎歯茎./はどふ/アイワ/レレレの又三郎/はんなり京都人(2)/ささくれ/山田生姜/サバまみれ/はりまや橋子/ぱぴるす/やもりみゆき/スカイブルー/木魚(2)/北千住柱間(2)/サンプリ/三流亭べんち/ベモペギ/🌾(3)/GRay/mayu/ネクストン/ハクシャバノビッチ/ジャッカル(2)/背の順/めっけもん/メッテルニヒ(2)/らぷんつぇるん/やまもん/ちくわうし/でろ坊
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,3位,めっけもん,予約はしてないです,48,80.88,東松永/新古今パパ2/肴(3)/しょうりゅー/ふぁい/とりふぐ/ねくび/珍百景のクロ/犬ヒロシ/人力舎/しゃくとめ/ろいやる/899/ハルトマン/さすけのお兄/クルペッコの手羽元/フォークソング研究部/エス(2)/山田生姜/くいてー/止まりかけの秒針/スカイブルー/木魚/ダァ/ボインの逆襲(2)/🌾(3)/ねこねずみ/こうつべ/ブトマ/大体いつも眠い人/5.5畳/OWL/桜の葉っぱ/きまぐれ(2)/gas/ちくわうし/コハ(2)/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,4位,GRay,マッチング中……  4/4,43,75.69,瀧山グングニル/こんな夜中だからブランコ(2)/まかないフードファイター/ドゴドド/元横綱(3)/ひじき/犬ヒロシ/満天星まいてぃん/kiyosuke/ろいやる/おしゃる/ハルトマン(2)/りくがめ/はどふ(3)/あまもり/はんなり京都人/ささくれ/エス/山田生姜/くいてー/止まりかけの秒針/ぱぴるす/スカイブルー/木魚/ぽせい/5.5畳/Ary(2)/OWL/めっけもん/メッテルニヒ(2)/らぷんつぇるん/コハ/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,5位,きゃりーまらまら,大丈夫俺らもレンタルだし,39,71.54,肴(3)/しょうりゅー/ねくび/珍百景のクロ/kiyosuke/さすけのお兄/ヘススちゃん/鮎歯茎./アイワ/レレレの又三郎/耕すあんこ/40代(漢)プリキュア/はんなり京都人/オードリーカットバーン/山田生姜/くいてー/サバまみれ/ぱぴるす/えちえち/北千住柱間(2)/こぼれおちないCH/ねこねずみ/mayu/わんわんお/大体いつも眠い人/Ary/四川炒飯/市川/桜の葉っぱ/能動的三半規管(2)/あ〜ちゃん/ラータ/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,5位,スカイブルー,俺らも未経験だよ,39,71.54,東松永/ふぁい/とりふぐ/しゃくとめ/きのちゃん/899/りくがめ/紫電/さすけのお兄/未来永劫ちゃんねる/あんぐら/アイワ/ちゃ柴/クルペッコの手羽元/はんなり京都人/フォークソング研究部/超ピンク/ウラニワ/エス/オードリーカットバーン/くいてー/やもりみゆき(3)/ダァ/GRay/ボタ/大体いつも眠い人/おぅでぃだんだん/chiwachiwa/石崎/桜の葉っぱ/きまぐれ(2)/赤ドラの嶺上クス/gas/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,7位,monika,では逃げまくれ,38,70.5,東松永/きゃりーまらまら/その服装/まかないフードファイター/便所虫婆さん/ねくび/お雑煮ボーリング(2)/満天星まいてぃん/kiyosuke/おしゃる/りくがめ/昨今/さんだる/レレレの又三郎/クルペッコの手羽元/フォークソング研究部/オードリーカットバーン/ぱぴるす/スカイブルー/ランゲル･ハンス/スポーツ・芸能/北千住柱間/サンプリ/二階から手続き(2)/ベモペギ/ねこねずみ/こうつべ/ぎゃら/石崎/ジャッカル/市川/たくめ(2)/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,8位,その服装,さて、ここでスタジオの皆さんに問題です,35,67.39,熊よけの鈴/こんな夜中だからブランコ/まかないフードファイター/もりそば/珍百景のクロ/低血圧/人力舎/きくらげ(2)/あんぐら/Candy?/あまもり/はんなり京都人/止まりかけの秒針/りーち/えちえち/木魚/たまごと呼ばれて３年目/北千住柱間/🌾(3)/長谷川キモ彦/さかひさ。/ボタ/ぎゃら/OWL/市川/石原消し炭/赤ドラの嶺上クス/コハ/でろ坊/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,8位,満天星まいてぃん,目的だけ無い,35,67.39,東松永/しょうりゅー/きゃりーまらまら/その服装/とりふぐ/まかないフードファイター/お雑煮ボーリング/monika/kiyosuke/練馬のバッタ/昨今/ヘススちゃん/サバまみれ/アデリ犬(3)/ぽせい(2)/メイド・イン・ムーン/🌾(3)/GRay/石崎/ジャッカル(3)/背の順/能動的三半規管/めっけもん/律動/ちくわうし/投票ボーナス(3)
0115_4759_MCR,2024-02-15,150人,画像で一言,https://d37hyjlpzcdxnh.cloudfront.net/odai_image/0115_4759_MCR.jpg,10位,うしにょこ👉🐮👈,法律じゃ勝てないよ,34,66.36,東松永/新古今パパ2/瀧山グングニル/その服装/ハチノス胃/ドゴドド/おしゃる/899/あんぐら/ヘススちゃん/フォークソング研究部/北千住柱間/サンプリ/三流亭べんち/ベモペギ/レイルレイル/タブンネコ/こうつべ/GRay/わんわんお/ネクストン/ブトマ/イヌタク/chiwachiwa/ジャッカル/723/背の順/めっけもん/gas/ちくわうし/でろ坊/投票ボーナス(3)
