お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,1位,のちほど,1つの水槽に集める,46,77.28,パステルゆんゆん/夕/BBG/放尿魔/北千住柱間(2)/大喜利研究生31号/控えめなピース/棒/エビアレルギー/射的屋/とらぼーい/半丙太/goigois/自由人/犬クジラ/クイズ次郎/支援魔/sAwArA(2)/あまちゃんIII/きまぐれ/はちわれ/高伊/ほん/rayleigh/哲学ミミズ/嬢ヶ崎/満天星まいてぃん/ノニバス/ワトゥー/鼻腔炭酸/かまとと/メソッド/終電卍(3)/みくすし/オーバーニート/うえじゅん/ふゆる/エスニック美女軍団/Qr/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,2位,ふゆる,ストップって言ってくださいね,44,75.26,gas/パステルゆんゆん/nu大明神/のちほど(2)/大喜利研究生31号/ウラニワ(2)/射的屋/ムラジュン/少しだけ賢い/紫ヘイズ/半ちく/seisei/エレメノピー(2)/黒胡椒/支援魔/きまぐれ/てんまる/かきあげうどん/はちわれ/カナリカリガ・タカ/アンフィ/リブラック/まやな/chiwachiwa/なちょ/磁束密度/嬢ヶ崎/満天星まいてぃん/マービィ/アムリタ/ワトゥー/マグぬ/おきおきひ/2月のアクリル/エスニック美女軍団/マゴノテ狂信者/国王/ミズイチ/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,3位,アムリタ,正解の部屋なのでGACKTがいる,43,74.24,茄ッ子/nu大明神/のちほど/北千住柱間/三色パスタ/射的屋/ささくれ/TOEIC5点/ごまもなか/犬クジラ/ミノタウロス茶漬け/エレメノピー/Good insect/収蔵(3)/ひろ/Yokuboy/野グソトース(2)/カナリカリガ・タカ/まやな/あえて金玉/だらけ侍/内田有紀(美人)/粉石鹸/磁束密度/AQ/がしけん(3)/ぐれいそん/ワトゥー/nk(3)/マグぬ/メソッド/おきおきひ/両者うつ伏せ/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,4位,灰色さん,食べログに載ってる,42,73.23,BBG/敵刺/ちくわうし/大喜利研究生31号(2)/三色パスタ/射的屋/とらぼーい/紫ヘイズ/半ちく/クロレラサイダー/低血圧/クイズ次郎/クルペッコの手羽元/Heaven(2)/あぐら/黒胡椒/支援魔/あまちゃんIII/収蔵/かきあげうどん/カナリカリガ・タカ/リブラック(3)/focus/ほん/ぬりかべ/だらけ侍/哲学ミミズ/サメVS巨大タコス/嬢ヶ崎/アムリタ/ぐれいそん/nk/かまとと/マグぬ(2)/右回りドサイドン/パピヨン/ミズイチ
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,5位,架空の島田,勝ち負けがある,41,72.21,過疎バス/パステルゆんゆん/nu大明神/平凡ぽんち/ねこねずみ/北千住柱間(2)/棒/射的屋/ささくれ/とらぼーい/〆サバ/少しだけ賢い(2)/半ちく/クロレラサイダー/クイズ次郎/支援魔/収蔵/chiwachiwa/なちょ/ぬりかべ/rayleigh/魚粉/ヤバいマイケル屋さん/満天星まいてぃん/マービィ/アムリタ/ポリエステルの産物/nk/循環器/マグぬ/きゃりーまらまら/終電卍/こんなところにエビチリ(2)/パピヨン/マゴノテ狂信者/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,6位,控えめなピース,入った人数と出てきた人数が合わない,40,71.2,アンサイン/過疎バス/nu大明神/平凡ぽんち/大喜利研究生31号/狂ったパン屋さん/エビアレルギー/スイートランド/射的屋/ムラジュン/TOEIC5点/〆サバ(2)/紫ヘイズ(3)/半ちく/goigois/seisei/支援魔/コックカワサキ/ほん/シュンペーター(2)/みすちーZ/福井とマルコ/魚粉/磁束密度/嬢ヶ崎/ヤバいマイケル屋さん/マービィ/アムリタ/ぐれいそん/ノニバス/鼻腔炭酸/おきおきひ/うえじゅん/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,7位,おきおきひ,10回通うと刺す側になれる,39,70.18,のとさわ/パステルゆんゆん/夕/北千住柱間/射的屋/半丙太/ごまもなか/半ちく/seisei/鈴木ヘッジホッグ/あぐら/かくれどり/収蔵/てんまる/ひろ/サバまみれ(2)/アンフィ/ほん/みすちーZ/chiwachiwa/魚粉/粉石鹸/にいがた/満天星まいてぃん(3)/AQ/マービィ/ポリエステルの産物/鼻腔炭酸/ドブねずみ/マグぬ/デス・サップ/がんばりま翔/終電卍/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,7位,ねこねずみ,記録目指しますか,39,70.18,赤ちゃん/過疎バス/nu大明神/BBG/ちくわうし/ウラニワ(2)/控えめなピース/射的屋/とらぼーい(2)/クイズ次郎/ミノタウロス茶漬け/黒胡椒/Good insect/かきあげうどん/はちわれ/高伊/Yokuboy/focus/汁物勢/rayleigh/魚粉/粉石鹸/哲学ミミズ/にいがた/アムリタ/循環器/ドブねずみ/メソッド/終電卍/右回りドサイドン/パピヨン/さんれん/国王/Qr/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,7位,ミノタウロス茶漬け,出てきたやつが次々に最後尾に並び始める,39,70.18,夕/北千住柱間(2)/大喜利研究生31号(2)/控えめなピース/射的屋/ささくれ/ムラジュン/半丙太/クルペッコの手羽元/Heaven/支援魔/てんまる/かきあげうどん/高伊/コックカワサキ(3)/Yokuboy/リブラック/あえて金玉/だらけ侍/嬢ヶ崎/AQ/ノニバス/鼻腔炭酸/がんばりま翔/終電卍(2)/こんなところにエビチリ(3)/右回りドサイドン/うえじゅん/まみや/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,7位,満天星まいてぃん,まずダーツで量を決める,39,70.18,アンサイン/パステルゆんゆん/ねこねずみ/放尿魔/北千住柱間(2)/射的屋/少しだけ賢い/紫ヘイズ/クロレラサイダー/低血圧/犬クジラ/クイズ次郎/seisei/クルペッコの手羽元/あぐら(2)/収蔵/はちわれ/ひろ/サバまみれ/Yokuboy/カナリカリガ・タカ/あえて金玉/福井とマルコ/chiwachiwa/だらけ侍/哲学ミミズ/ヤバいマイケル屋さん/ポリエステルの産物/鼻腔炭酸/かまとと/おきおきひ/みくすし/ふゆる/ミズイチ/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,11位,BBG,時計が逆に進む,37,68.16,近視性乱視/茄ッ子/パステルゆんゆん/ねこねずみ/棒/射的屋/半ちく/犬クジラ/クイズ次郎/クルペッコの手羽元/かくれどり/sAwArA(2)/あまちゃんIII/てんまる(2)/野グソトース(2)/なちょ(2)/rayleigh/粉石鹸/味噌と殴り合い(3)/マービィ/ノニバス/nk/狂人m/メソッド/終電卍/さんれん/両者うつ伏せ/国王/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,11位,エレメノピー,「枯らす」に近い,37,68.16,過疎バス/のとさわ/放尿魔/ちくわうし/ウラニワ(2)/狂ったパン屋さん/棒/架空の島田/TOEIC5点/ぺーるおれんじ/〆サバ/紫ヘイズ(2)/半ちく/ミノタウロス茶漬け/黒胡椒/Good insect/収蔵/カナリカリガ・タカ/汁物勢/ほん/ぬりかべ/だらけ侍/魚粉/粉石鹸/哲学ミミズ/AQ/マービィ/アムリタ/鼻腔炭酸/メソッド/さんれん/まみや/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,11位,クイズ次郎,体重が増えて帰る,37,68.16,アンサイン/赤ちゃん/ねこねずみ/BBG/ちくわうし/のちほど(2)/棒/架空の島田/半丙太/半ちく/Heaven/あぐら/かくれどり/あまちゃんIII/枯葉と電飾、美しく(2)/はちわれ/サバまみれ/Yokuboy/chiwachiwa/内田有紀(美人)/魚粉/ババア塚ハゲ被弾/ポリエステルの産物/nk(2)/かまとと/がんばりま翔/終電卍(2)/みくすし/2月のアクリル/Qr/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,14位,とらぼーい,樹液の取り方してくる,34,65.11,過疎バス/平凡ぽんち/ガチ★ボーイ/放尿魔/ウラニワ(3)/狂ったパン屋さん/射的屋/半ちく/クロレラサイダー/低血圧/クイズ次郎/鈴木ヘッジホッグ(2)/Heaven/ゆかりそめ大明神/汁物勢/rayleigh/内田有紀(美人)/哲学ミミズ/にいがた/AQ/ワトゥー/かまとと/狂人m/がんばりま翔/終電卍/さんれん/エスニック美女軍団/ヴォイド/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,14位,はちわれ,あんまり覚えてない,34,65.11,過疎バス/gas/BBG/のちほど/大喜利研究生31号/三色パスタ(2)/ささくれ/架空の島田/TOEIC5点/とらぼーい/半ちく/低血圧/あぐら/きまぐれ/枯葉と電飾、美しく(2)/コックカワサキ/ふじじじがが/アンフィ/ゆかりそめ大明神/ぬりかべ/rayleigh/ババア塚ハゲ被弾/味噌と殴り合い(3)/にいがた/ヤバいマイケル屋さん/終電卍/さんれん/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,14位,マービィ,血だけの人はあちらです,34,65.11,gas/nu大明神/のちほど/大喜利研究生31号/エビアレルギー/射的屋/ムラジュン/半ちく/自由人/seisei/ミノタウロス茶漬け/エレメノピー/アミノ酸/収蔵/Yokuboy/ゆかりそめ大明神/まやな/chiwachiwa/だらけ侍/ババア塚ハゲ被弾/哲学ミミズ/にいがた/AQ/ポリエステルの産物/ぐれいそん/終電卍/こんなところにエビチリ/オーバーニート(2)/パピヨン/ふゆる/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,17位,マグぬ,一旦全部採りますね,33,64.1,生身/nu大明神/敵刺/ちくわうし/架空の島田/ごまもなか/goigois/クロレラサイダー/ミノタウロス茶漬け/支援魔/はちわれ/コックカワサキ/まやな/ほん/シュンペーター/みすちーZ/なちょ/粉石鹸/嬢ヶ崎/マービィ/アムリタ/ぐれいそん/2月のアクリル/オーバーニート(2)/右回りドサイドン/マゴノテ狂信者/国王/ミズイチ/Qr/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,18位,Yokuboy,詰め放題やってる,32,63.09,パステルゆんゆん/北千住柱間(2)/三色パスタ/狂ったパン屋さん/ささくれ/半ちく/クロレラサイダー/低血圧/Good insect/あまちゃんIII/きまぐれ/はちわれ/ほん/なちょ/内田有紀(美人)/にいがた/アムリタ/鼻腔炭酸/nk(2)/デス・サップ/2月のアクリル/オーバーニート(2)/うえじゅん/パピヨン/国王/ミズイチ/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,18位,sAwArA,サボテンが濡れている,32,63.09,近視性乱視/のとさわ(2)/平凡ぽんち/ねこねずみ/BBG/ウラニワ/射的屋(2)/架空の島田/クロレラサイダー/低血圧/犬クジラ/クルペッコの手羽元/かくれどり/野グソトース/ほん/味噌と殴り合い/哲学ミミズ/がしけん(2)/ノニバス/みくすし/パピヨン/さんれん/両者うつ伏せ(2)/ヴォイド(2)/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,18位,枯葉と電飾、美しく,宿泊プランがある,32,63.09,nu大明神/平凡ぽんち/ガチ★ボーイ/BBG/敵刺/三色パスタ/狂ったパン屋さん/架空の島田/ナギ/半丙太/ごまもなか/半ちく/クイズ次郎/エレメノピー/黒胡椒(2)/収蔵/かきあげうどん/まやな/ぬりかべ/rayleigh/だらけ侍/アムリタ/ポリエステルの産物/ワトゥー/循環器/パピヨン/両者うつ伏せ/ヴォイド/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,21位,goigois,「ストップ」って言うまで血を抜く,31,62.07,過疎バス/夕/ウラニワ/ムラジュン/ごまもなか/半ちく/あまちゃんIII/きまぐれ/収蔵/ふじじじがが/汁物勢/シュンペーター/磁束密度/哲学ミミズ/嬢ヶ崎/ヤバいマイケル屋さん/満天星まいてぃん(2)/ぐれいそん/ワトゥー/おきおきひ/デス・サップ/こんなところにエビチリ(2)/2月のアクリル/エスニック美女軍団/ミズイチ/Qr/投票ボーナス(3)
3371_3644_YFB,2023-11-30,155人,ヤバい献血ルーム,NA,21位,きまぐれ,「ハーフ&ハーフ」と聞こえた,31,62.07,のとさわ/大喜利研究生31号/ささくれ/ムラジュン/TOEIC5点/半ちく/クロレラサイダー/クイズ次郎/あまちゃんIII/高伊/ひろ/Yokuboy(2)/まやな/なちょ/だらけ侍/魚粉/満天星まいてぃん/ぐれいそん/nk(2)/デス・サップ/みくすし/オーバーニート(3)/マゴノテ狂信者/ミズイチ/投票ボーナス(3)
