お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,1位,てりあちゃん,盆踊りに「屋台を、こう！」みたいな振り付けがある,73,101.73,Yuki(2)/トドのつまみ/ちきちきた/チャールズ・チャール/えのき(2)/TwistNight(2)/音鳴ヨチ(2)/ケイト/牛頭馬頭(3)/sawasdee(3)/暮らし(2)/桃山ももたろう(2)/川淵(2)/倉田 をるけ(2)/セコイア(3)/同じSHARK(2)/元文学(2)/じんじん/6年2組の2組ちゃん(2)/蛙科(2)/ぐっ(2)/ペッタ/タマドラゴン/100エーカーの森喜朗/アウク/納屋の鍵/山渕/ダークエンジェル/骨密度/実家に帰った鶴/かしわ/頭脳まさき(3)/ぬりかべ/ゆめみ/ししだ/シュヴァルツ(2)/こそば/hp(2)/ほしこ(2)/螺旋貝柱(2)/中沢の人(3)/奇蹄目(2)/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,2位,ぬりかべ,そこら中で「原価率」というワードが聞こえてくる,58,87.08,二階から手続き/Yuki(3)/水のつくだに/ｼﾉﾀﾞ@qop397(2)/harvest/ヒカル/ガッボデ/静かの海(2)/チャールズ・チャール(2)/雨はやさしく/フイ/rayleigh/漁業の星/イガイガの栗/ふたつめ/のとさわ/アフリカバイソン/Gully/オーバーニート(2)/じんじん/6年2組の2組ちゃん/米と油とトミージョン/長老_M/蛙科/大王にのまえ/寿司ブルドーザー/chikira/アウク/みやもり/山渕/敵刺/試家軽気/むもん/ほろほろ/実家に帰った鶴/野島久助(2)/ﾋﾞｰﾄ糖/りろ/ましましのしま(2)/このき/ほしこ/空虚(2)/増田28号/螺旋貝柱/奇蹄目(2)/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,3位,明石,レシートください,51,80.24,ドルフィンキック/harvest(2)/ちきちきた(2)/机上で実演(2)/ガッボデ/静かの海/faru/フイ/ケイト/泥のぷーまん/ドンタコす/sawasdee/ホルマリン/のとさわ/セコイア(2)/きれいな市役所/ニンニキニキニキ(2)/じんじん/6年2組の2組ちゃん/米と油とトミージョン/ナルシマアンバイ/ぐっ/ペッタ/大王にのまえ(2)/うわぁ/玄の字。(2)/お算数/ラッキー/カタン/後悔しない名前を付けよう/みやもり/湯沸かしポット/カレーラ水/むもん/実家に帰った鶴/のちほど(2)/頭脳まさき(2)/鉛筆削り/溶連菌/hp/旋風客(2)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,4位,やる,みんなで屋台を揺らして「ほらな」って言う,47,76.33,Yuki/トドのつまみ/harvest/ちきちきた/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/チャールズ・チャール(2)/えのき(2)/ケイト/タイファイター/sawasdee(2)/暮らし(2)/川淵/ふたつめ(3)/のとさわ/きれいな市役所/ニンニキニキニキ/ラーメンラブ/暮石光世(3)/大王にのまえ/ワッショイサンバ/カタン/イーバ・メテオライト/アウク(2)/みやもり/骨密度(2)/ぐすく/カナリカリガ・タカ/実家に帰った鶴/稲穂(2)/ゆめみ/てりあちゃん/ししだ/ふわっと/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,5位,誤字,全員一円玉で支払う,46,75.36,二階から手続き/Yuki(2)/トドのつまみ/机上で実演/ガッボデ/チャールズ・チャール/よれん/TwistNight/rayleigh/しらたき(2)/ホルマリン/漁業の星/セコイア(2)/タブンネコ(2)/オーバーニート(2)/6年2組の2組ちゃん/イヴ39/蛙科(2)/眠れる森の二郎/大王にのまえ/chikira/そいそーす(3)/アウク/むもん/よーすけ/野島久助/頭脳まさき(3)/ましましのしま/てりあちゃん/矢野圭人/ふわっと(2)/増田28号/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,6位,ちきちきた,地元消防団がわたあめに放水してる,42,71.45,ねむみ/机上で実演(2)/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ドンタコす(2)/にっころがしや/また師走が来たよ/暮らし/ダダダチョウ/イガイガの栗/きれいな市役所/同じSHARK/タブンネコ/暮石光世/ニューロン/蛙科(2)/ペッタ/眠れる森の二郎(2)/赤葉ねおん/寿司ブルドーザー/うわぁ/100エーカーの森喜朗/後悔しない名前を付けよう/イーバ・メテオライト/納屋の鍵/みやもり/ほろほろ/稲穂/ぬりかべ/てりあちゃん/矢野圭人/hp/ふわっと/増田28号/奇蹄目(2)/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,7位,カンガルーノート,トルコアイス屋がびびって手渡しでアイスをくれる,39,68.52,二階から手続き/ｼﾉﾀﾞ@qop397/誤字/faru(2)/雨はやさしく/ホルマリン/漁業の星/イガイガの栗/ラジウス/同じSHARK(2)/イヴ39(2)/ペッタ/眠れる森の二郎(2)/貴族てやん(3)/寿司ブルドーザー/ワッショイサンバ/うわぁ(2)/ラッキー/納屋の鍵/みやもり/敵刺/カナリカリガ・タカ/ほろほろ/実家に帰った鶴/りろ/オチのないミレ(2)/空虚/奇蹄目/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,8位,ダークエンジェル,全員サプリで済ます,38,67.54,水のつくだに/ｼﾉﾀﾞ@qop397(2)/TwistNight/雨はやさしく/達川@広島キャッチャー/タイファイター/漁業の星/ニンニキニキニキ(2)/眠れる森の二郎/ワッショイサンバ(2)/うわぁ(2)/是非/後悔しない名前を付けよう/イーバ・メテオライト(2)/山渕/やる/カナリカリガ・タカ(2)/泥だ/のちほど/ランゲル・ハンス/GYAI/稲穂(2)/頭脳まさき/ぬりかべ/りろ/んん゛/増田28号/旋風客/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,9位,泥だ,義務感だけの盆踊りがある,36,65.59,ミスティカティ/机上で実演/ガッボデ/静かの海(2)/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/チャールズ・チャール/フイ/ケイト/帰る亭中野周辺/rayleigh/暮らし(2)/ニンニキニキニキ(2)/ラーメンラブ/Gully(2)/ニューロン/米と油とトミージョン/ワッショイサンバ(2)/玄の字。/山渕/やる/のちほど/稲穂(2)/頭脳まさき/りろ/オチのないミレ/てりあちゃん/こそば/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,9位,米と油とトミージョン,屋台への悪口が盆踊りの歌詞になってる,36,65.59,赤い髪/フイ/イタリア人/タイファイター/rayleigh/桃山ももたろう/ドロップシンカー(2)/のとさわ/オーバーニート(2)/じんじん/nk_(2)/長老_M/ぐっ(2)/ペッタ/タマドラゴン/ワッショイサンバ(2)/赤ぺこり(2)/納屋の鍵/さんべ商会(3)/実家に帰った鶴/副キャプテンアメリカ/ゆめみ/んん゛/シュヴァルツ/こそば/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,11位,ふわっと,定価何円だよ言ってみろ,35,64.61,赤い髪/ｼﾉﾀﾞ@qop397(2)/机上で実演(2)/イタリア人/watoson/帰る亭中野周辺(3)/みささぎ/暮らし/きれいな市役所/nk_(2)/長老_M/とほ/100エーカーの森喜朗/お算数/納屋の鍵/山渕/カナリカリガ・タカ/ピッピ/野島久助/のちほど/ﾋﾞｰﾄ糖/頭脳まさき(2)/ましましのしま/シュヴァルツ/こそば/このき/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,11位,中沢の人,「いずれ飽きるのにか」とエアガンを買う少年を脅している,35,64.61,えのき/rayleigh/岩巻き星/sawasdee/ホルマリン/暮らし/やまどり/イガイガの栗/のとさわ/カンガルーノート/元文学/長老_M/赤葉ねおん/100エーカーの森喜朗/お算数/カタン(2)/後悔しない名前を付けよう/納屋の鍵(2)/みやもり/ダークエンジェル/カレーラ水(2)/試家軽気/稲穂(2)/ましましのしま/てりあちゃん/空虚/螺旋貝柱/奇蹄目/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,11位,寿司ブルドーザー,金魚と違ってお前は救いようがないな,35,64.61,Yuki(2)/harvest/机上で実演(2)/ガッボデ/よれん/牛頭馬頭/ドンタコす(2)/みささぎ(2)/岩巻き星(2)/sawasdee(2)/しらたき/やまどり/倉田 をるけ/カンガルーノート/長老_M/ペッタ/タマドラゴン(2)/アウク/カナリカリガ・タカ/試家軽気/ほろほろ/かしわ/かごの中の鳥/頭脳まさき/副キャプテンアメリカ/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,14位,ねむみ,星がきれい,34,63.63,水のつくだに/誤字/雨はやさしく/泥のぷーまん/タイファイター/しらたき/暮らし/ふたつめ(2)/ニンニキニキニキ/Gully/ぐっ(2)/赤葉ねおん/タマドラゴン(2)/chikira/100エーカーの森喜朗/敵刺(2)/湯沸かしポット/泥だ/カレーラ水/オロさん(3)/頭脳まさき/こそば/溶連菌/空虚(2)/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,14位,ニューロン,中指がモチーフの盆踊りがある,34,63.63,ねむみ/水のつくだに(3)/harvest/ちきちきた/机上で実演/ガッボデ(2)/雨はやさしく/みささぎ/しらたき(2)/Gully/長老_M/ペッタ/眠れる森の二郎/玄の字。/100エーカーの森喜朗/是非/赤ぺこり(2)/納屋の鍵/敵刺/ぐすく/泥だ/カレーラ水/かしわ/頭脳まさき/ほしこ/螺旋貝柱/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,14位,赤い髪,お金を払ってお面を踏む,34,63.63,誤字/ケイト/にっころがしや(2)/漁業の星/イガイガの栗/元文学/ニューロン/6年2組の2組ちゃん/ペッタ/カッツウォ(2)/赤葉ねおん/大王にのまえ/玄の字。/後悔しない名前を付けよう/イーバ・メテオライト/骨密度(2)/ぐすく/やる/泥だ/カレーラ水/シーサイド品川/野島久助/ﾋﾞｰﾄ糖/頭脳まさき(2)/副キャプテンアメリカ/ほしこ/ふわっと/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,17位,とほ,これそこのコンビニで買ったほうが安いですよ,33,62.66,ねむみ/ミスティカティ/静かの海/誤字/watoson/ケイト/牛頭馬頭/ホルマリン/タブンネコ/長老_M/ぐっ(2)/貴族てやん/タマドラゴン/ワッショイサンバ/是非/ラッキー/納屋の鍵/湯沸かしポット/ピッピ(2)/よーすけ(2)/かごの中の鳥/頭脳まさき(3)/ましましのしま/このき/溶連菌/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,17位,音鳴ヨチ,自販機に行列ができた,33,62.66,ねむみ/赤い髪/よれん/TwistNight/タイファイター/しらたき(2)/ドロップシンカー(2)/川淵/大王にのまえ(2)/寿司ブルドーザー/chikira/玄の字。/赤ぺこり/納屋の鍵/初心者まゆげ/シーサイド品川/試家軽気/オロさん(3)/頭脳まさき/オチのないミレ/てりあちゃん/んん゛/こそば/ほしこ/螺旋貝柱/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,19位,しらたき,射的屋のおじさんが両手挙げさせられてる,32,61.68,Yuki(2)/ちきちきた/静かの海(2)/雨はやさしく/ふもー/帰る亭中野周辺/達川@広島キャッチャー/ドロップシンカー(2)/川淵(2)/ラジウス/セコイア/6年2組の2組ちゃん/とほ/タマドラゴン/玄の字。/やる/ほろほろ/実家に帰った鶴/かしわ/ランゲル・ハンス/ゆめみ/ししだ(2)/溶連菌/増田28号/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,19位,ｼｰｽﾞｰｷｬﾊﾞﾘｱ,大丈夫な値段じゃないだろ,32,61.68,二階から手続き/トドのつまみ/牛頭馬頭/みささぎ/やまどり/川淵/のとさわ/きれいな市役所/ニューロン/長老_M/納屋の鍵(2)/初心者まゆげ/骨密度/湯沸かしポット/さんべ商会(2)/シーサイド品川/森山/よーすけ/のちほど(2)/ﾋﾞｰﾄ糖/頭脳まさき/りろ/てりあちゃん/ふわっと(2)/螺旋貝柱/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,faru,ボールペンを焼きそばに変えてくれる謎の施設,31,60.7,ちきちきた/TwistNight/音鳴ヨチ/フイ/岩巻き星(2)/ダダダチョウ/倉田 をるけ/じんじん/長老_M/ナルシマアンバイ/とほ(2)/100エーカーの森喜朗/後悔しない名前を付けよう/納屋の鍵/山渕/敵刺(2)/ぐすく/よーすけ/GYAI/かごの中の鳥/オチのないミレ(2)/ましましのしま/てりあちゃん/こそば/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,イヴ39,喧嘩しか売ってない,31,60.7,誤字/faru(2)/雨はやさしく/みささぎ/きれいな市役所/オーバーニート(3)/暮石光世/蛙科/chikira/イーバ・メテオライト/湯沸かしポット/泥だ/さんべ商会(3)/ピッピ/野島久助(3)/かしわ(2)/のちほど/ぬりかべ/矢野圭人/hp/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,シュヴァルツ,この日だけマクドナルドに4時間並ぶ,31,60.7,Yuki/ミスティカティ/桃山ももたろう/川淵(2)/のとさわ/ニンニキニキニキ/元文学/長老_M/カッツウォ/貴族てやん/うわぁ/是非/納屋の鍵/初心者まゆげ/泥だ/カレーラ水/ピッピ(2)/シーサイド品川/実家に帰った鶴/GYAI/りろ(2)/んん゛/このき/矢野圭人/ほしこ/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,初心者まゆげ,リンゴ飴が地面に刺さってる,31,60.7,ねむみ/Yuki(3)/赤い髪/ガッボデ/誤字/えのき/また師走が来たよ(2)/ドロップシンカー/きれいな市役所/ニューロン/蛙科/貴族てやん/アウク/骨密度/ぐすく/湯沸かしポット/シーサイド品川/ランゲル・ハンス/頭脳まさき(2)/ゆめみ/ましましのしま/鉛筆削り/hp/増田28号/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,大王にのまえ,電子マネーは無理ですか？と聞いてくる,31,60.7,ねむみ/Yuki(2)/赤い髪/harvest/机上で実演/静かの海/誤字/イタリア人/ドンタコす/ホルマリン/暮らし/イガイガの栗/セコイア/タブンネコ/カンガルーノート/眠れる森の二郎/chikira/湯沸かしポット/カレーラ水/ほろほろ/頭脳まさき(3)/ましましのしま(2)/鉛筆削り/溶連菌/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,21位,後悔しない名前を付けよう,｢ろれぶつ｣と書かれてる,31,60.7,ミスティカティ(2)/ドルフィンキック/誤字/また師走が来たよ(2)/漁業の星/川淵/ラーメンラブ/Gully/カンガルーノート/眠れる森の二郎/ワッショイサンバ(3)/玄の字。(2)/ぐすく/実家に帰った鶴/野島久助(2)/かごの中の鳥/シュヴァルツ(2)/空虚(2)/螺旋貝柱/中沢の人/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,27位,んん゛,腹ペコで見る花火は少し虚しい,30,59.72,Yuki(3)/ガッボデ/フイ/ふもー/帰る亭中野周辺/倉田 をるけ/Gully/ナルシマアンバイ/大王にのまえ/うわぁ(2)/玄の字。/ピッピ(2)/試家軽気/稲穂(2)/ぬりかべ/ましましのしま/ししだ/シュヴァルツ(2)/ほしこ/中沢の人(2)/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,27位,敵刺,アンチもファンも反応しづらいキッチンカー,30,59.72,ｼｰｽﾞｰｷｬﾊﾞﾘｱ/チャールズ・チャール/faru(2)/よれん/にっころがしや/rayleigh/オーバーニート(2)/米と油とトミージョン/nk_(3)/長老_M/とほ/貴族てやん(2)/ラッキー/ぐすく/やる/泥だ/試家軽気/かしわ/ﾋﾞｰﾄ糖/頭脳まさき/ましましのしま/鉛筆削り/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,27位,森山,一列になって道の真ん中歩く,30,59.72,Yuki(3)/トドのつまみ/ケイト/ドンタコす/タイファイター/岩巻き星/ホルマリン/ドロップシンカー(2)/ラーメンラブ/長老_M/ペッタ/眠れる森の二郎/赤ぺこり(2)/骨密度/やる/シーサイド品川/頭脳まさき(2)/こそば/ほしこ(2)/中沢の人/旋風客/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,30位,よれん,金魚の愛護団体がいる,29,58.75,トドのつまみ/赤い髪/ミスティカティ/TwistNight/みささぎ/川淵/ニンニキニキニキ(3)/元文学/じんじん/ぐっ/chikira/是非/アウク(2)/敵刺/ピッピ(2)/試家軽気/かしわ/ランゲル・ハンス/頭脳まさき/オチのないミレ/んん゛/空虚/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,30位,ランゲル・ハンス,子どもがどの店を叩こうかワクワクしてる,29,58.75,ねむみ/赤い髪/ミスティカティ/faru(2)/えのき/音鳴ヨチ/フイ/桃山ももたろう/やまどり/ニンニキニキニキ/アフリカバイソン/オーバーニート(2)/ペッタ/寿司ブルドーザー/ワッショイサンバ(2)/chikira/ラッキー/後悔しない名前を付けよう/むもん/ほろほろ/頭脳まさき/螺旋貝柱/奇蹄目/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,30位,ラーメンラブ,路地裏で焼きそばが1200円で売買されてる,29,58.75,Yuki(2)/誤字/イタリア人/watoson/達川@広島キャッチャー/ドンタコす/ダダダチョウ/倉田 をるけ/元文学/長老_M/イヴ39/とほ/カッツウォ(2)/ぐすく/カレーラ水/ピッピ(3)/かしわ/ﾋﾞｰﾄ糖/GYAI/シュヴァルツ/このき/hp/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,30位,稲穂,屋台で買い物する人を「情弱」と呼ぶオタクでごった返している,29,58.75,二階から手続き/水のつくだに(3)/えのき/牛頭馬頭/漁業の星/やまどり/ふたつめ/のとさわ/きれいな市役所/タブンネコ/暮石光世(2)/タマドラゴン/玄の字。/お算数/ぐすく/ほろほろ/実家に帰った鶴/ﾋﾞｰﾄ糖/オチのないミレ/ししだ/矢野圭人/溶連菌/奇蹄目/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,30位,頭脳まさき,わたあめ袋を数回殴っていく,29,58.75,ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ケイト/ふもー(2)/達川@広島キャッチャー/イガイガの栗/のとさわ/同じSHARK(3)/アフリカバイソン/じんじん(3)/ナルシマアンバイ/ペッタ/赤葉ねおん/是非/敵刺/やる/シーサイド品川/実家に帰った鶴/のちほど/GYAI/りろ/ゆめみ/投票ボーナス(3)
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,35位,じゃりン子三重,盆踊りだけで5時間もたす,27,56.79,二階から手続き/ねむみ/赤い髪/ドルフィンキック/机上で実演/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/チャールズ・チャール/watoson/また師走が来たよ/イガイガの栗/タブンネコ/元文学/イヴ39/chikira/ラッキー/カナリカリガ・タカ/泥だ/シーサイド品川/むもん/野島久助/頭脳まさき(2)/鉛筆削り/んん゛/シュヴァルツ/増田28号/旋風客
2906_3252_GMJ,2023-01-02,171人,屋台アンチしかいない街の夏祭り,NA,35位,机上で実演,いつまで戦前気分なんだよ,27,56.79,ドルフィンキック/えのき/rayleigh/しらたき/のとさわ/倉田 をるけ/きれいな市役所/大王にのまえ/寿司ブルドーザー/ワッショイサンバ/100エーカーの森喜朗/是非/赤ぺこり(2)/イーバ・メテオライト/初心者まゆげ/山渕/実家に帰った鶴/のちほど/ﾋﾞｰﾄ糖/ぬりかべ/こそば/このき/ふわっと/投票ボーナス(3)
