お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,1位,とりふぐ,大吉なのに「でも、」が多すぎる,63,89.65,美味い焼肉屋/合鴨の世界/2番管/800/男も育休/きらら/かごの中の鳥/南部屋敷/机上で実演(2)/フニャダキシン/ぬりかべ/イチナリ(2)/A味噌汁/ハルマレ/ナンの一部/じゃん/さけのなかのいくら/栄養チーズ/なんこつ/やる/泥だ/循環/shinpoko/山田/他のＰ/気球マイスター/納屋の鍵(3)/gas/ダビドサラダ(2)/sakamata2/焼き網膜/1/ふぉっ/Simomi/open/随契/また師走が来たよ/きゅーきゅー(2)/きれいな市役所/ナルシマアンバイ/やや不安/ふわっと(2)/とほ/白キごはん/C.C.C/ジェンツーペンギン/業務用虚無/射的屋/アイワ/ベンジャミン(2)/中沢の人/まきびし/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,2位,骨密度,ご本人ではなく、俺より似てるやつが登場した,51,78.63,カレーラ水(2)/合鴨の世界/ノビッタ/南部屋敷/トリニダード木箱(2)/里/omiun/しろねこ/泥だ/eakon_zuki/ししだ/納屋の鍵/ほっぺちゃん/イガイガの栗/焼き網膜/ふぉっ(2)/ドゥラちゃん/随契/また師走が来たよ(2)/きれいな市役所/あまるる/ペッタ/モチ/9月が終わったら起こして/珍百景のクロ(2)/かぎや/とほ/是非/ダダダチョウ/白キごはん(2)/チョゴゴロネ/明石/C.C.C/D-6/螺旋貝柱(2)/業務用虚無(3)/ほろほろ/射的屋/アイワ/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,3位,D-6,甲じゃなくて乙が自分の事だった,49,76.79,美味い焼肉屋/合鴨の世界/800/らる/きらら(2)/南部屋敷/フニャダキシン/田口さん🍙/イチナリ(2)/ハルマレ/ドロップシンカー(2)/はっぴーえんど/じゃん(2)/ありあ/omiun(2)/一流/泥だ(2)/納屋の鍵/コウチーニ(2)/gas/住まなくても都/よれん/イガイガの栗(2)/open/うえじゅん/きゅーきゅー(2)/きれいな市役所/あまるる/ペッタ/ナルシマアンバイ/ちくわうし/ふわっと/とほ/とりふぐ/螺旋貝柱/業務用虚無/射的屋/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,4位,住まなくても都,詩で稼げてる,48,75.87,及川広大/合鴨の世界/ノビッタ/南部屋敷/机上で実演/A味噌汁/ハルマレ/ドロップシンカー(3)/トリニダード木箱/ゆめみ/ナンの一部/ありあ/さけのなかのいくら/半丙太/しろねこ/他のＰ/気球マイスター/さんべ商会/ほっぺちゃん/おきよ/釜ちびちび/Gully/ふぉっ/open/また師走が来たよ/うえじゅん/ペッタ/白黒まみれ/9月が終わったら起こして(2)/珍百景のクロ/旋風客/是非/フェスタ/PD/流星の絆/C.C.C/D-6/パンジ/射的屋(2)/ベンジャミン(2)/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,5位,半丙太,描くほうもヌードになっている,47,74.95,合鴨の世界/さかなのたまり場/800/南部屋敷/机上で実演/フニャダキシン/プーアル茶/試家軽気/トリニダード木箱/ナンの一部/さけのなかのいくら/栄養チーズ/なんこつ/しろねこ/eakon_zuki/ニューロン/納屋の鍵(2)/さんべ商会/ほっぺちゃん/コウチーニ/駄三盆/ふぉっ/Simomi/ドゥラちゃん(2)/open/また師走が来たよ(2)/きゅーきゅー/やや不安/猫屋敷/是非(2)/ホテル三国志/みらお/白キごはん/PD(2)/C.C.C/射的屋/中沢の人(2)/まきびし/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,6位,ほっぺちゃん,留守にしてますって感じの蜂の巣だった,46,74.03,カレーラ水(2)/合鴨の世界/2番管/さかなのたまり場/3ねこ/らる(2)/かごの中の鳥/ぬりかべ/田口さん🍙/A味噌汁(2)/ゆめみ/ナンの一部/半丙太/しろねこ/循環/他のＰ/ニューロン/コウチーニ/住まなくても都/おきよ/sakamata2/焼き網膜/ふぉっ(2)/随契/きゅーきゅー/きれいな市役所/あまるる/モチ/珍百景のクロ/かぎや/ちくわうし(2)/やや不安/フェスタ/ホテル三国志/螺旋貝柱/射的屋/アイワ/まきびし/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,6位,ニューロン,しょっぱいのにご飯進まない,46,74.03,合鴨の世界/2番管/男も育休/ノビッタ/南部屋敷/机上で実演/フニャダキシン/A味噌汁/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ハルマレ/トリニダード木箱/じゃん/半丙太(2)/栄養チーズ/なんこつ(2)/やる/ラジウス/しろねこ/shinpoko/山田/eakon_zuki/気球マイスター/納屋の鍵/駄三盆/釜ちびちび/Gully/sakamata2/ナルシマアンバイ/かぎや/やや不安/是非/フェスタ/橋本到(2)/とりふぐ/D-6/業務用虚無(2)/ほろほろ/アイワ/骨密度/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,8位,ホテル三国志,麺だけ出て、お湯だけ残った,41,69.44,カレーラ水/合鴨の世界/さかなのたまり場/きらら(2)/ランゲル・ハンス/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ナンの一部/さけのなかのいくら/omiun(3)/eakon_zuki/ニューロン/ししだ/納屋の鍵(2)/ほっぺちゃん/コウチーニ(2)/住まなくても都/おきよ/ふぉっ/ドゥラちゃん/また師走が来たよ(2)/ペッタ/珍百景のクロ/かぎや/アマテイン/フェスタ/みらお/螺旋貝柱/業務用虚無(2)/ほろほろ/射的屋/まきびし/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,9位,800,旬じゃない果物も美味い,38,66.69,合鴨の世界/ノビッタ/A味噌汁/ハルマレ/トリニダード木箱/ゆめみ/ナンの一部(3)/半丙太(2)/eakon_zuki/ニューロン/住まなくても都/Simomi(2)/ドゥラちゃん(2)/open(2)/随契/きゅーきゅー/きれいな市役所/ナルシマアンバイ/モチ/珍百景のクロ/是非/フェスタ/とりふぐ/D-6/ジェンツーペンギン/射的屋/ベンジャミン/骨密度(2)/投票ボーナス(3)
1560_9423_HWY,2022-12-13,142人,「ちょ、ちょっと！話が違うじゃないですか！」←何があった？ ,NA,9位,里,連続で月曜が来た,38,66.69,及川広大/合鴨の世界/2番管/きらら/ぬりかべ/田口さん🍙/ゆめみ/ありあ/さけのなかのいくら/栄養チーズ/ニューロン/気球マイスター/コウチーニ/住まなくても都/釜ちびちび/Gully/Simomi/ドゥラちゃん/きれいな市役所/あまるる/白黒まみれ/やや不安/ふわっと(2)/是非/フェスタ/ホテル三国志/PD/螺旋貝柱/業務用虚無(2)/射的屋(2)/アイワ/まきびし/投票ボーナス(3)
