お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,1位,散々七拍子,一蘭が買収して七味入れにした,46,86.26,さけのなかのいくら/みささぎ(2)/常時と乗馬(3)/Gully(2)/枠の外(2)/座椅子/一石投じ男/ゴボウボゴ/うんも(2)/白黒まみれ/カタン/ちきちきた/灰谷(3)/ナカウラ(2)/業務用虚無(2)/渡利　巣手呂(2)/3ねこ(3)/板野/seno/のの(2)/つくり真顔/たる棒/机上で実演(2)/くじ/B群(2)/AYAKA(3)/たこかいな(2)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,2位,座椅子,はかり売り導入,42,81.89,こくもつの試食/さけのなかのいくら/みささぎ/齋藤/ます(2)/枠の外(2)/きゅーきゅー/品のないゴリラ(3)/アイヘイトウィンター/道化(2)/前後左右/カタン(2)/ちきちきた/ンツ(2)/散々七拍子/omiun/ふもー/ YU-KIN☆/少しだけ賢い/水谷新太郎(3)/うわぁ/よしんば/3ねこ/板野/たる棒/みやまる(2)/うなな/くじ/B群/ハミカワ(3)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,3位,男も育休,「まだ着れる」で愉しむ、年収200万円編,36,75.33,さけのなかのいくら/常時と乗馬/ます(3)/枠の外(2)/ムエタイ/ニンニキニキニキ/座椅子(2)/武山(2)/きゅーきゅー/しっとりペンチ(2)/さざなみのユウ(2)/白黒まみれ/前後左右/実家に帰った鶴(2)/ケムケムケムッソ/ナカウラ/水猫ラテ(2)/渡利　巣手呂(2)/よしんば(2)/つくり真顔(2)/たこ焼きボンバー/たこかいな(3)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,4位,枠の外,頭にレゴと互換性のある凸が生えてる,34,73.14,さけのなかのいくら/みささぎ(3)/とろ/ましましのしま/メロディックストーム/座椅子/八子八百(3)/れれれのれき/ちきちきた/散々七拍子/ふもー(2)/灰谷/少しだけ賢い(2)/ケムケムケムッソ(2)/業務用虚無/水谷新太郎/0Shara(2)/セトピア/ラメ絶対(2)/板野(2)/たる棒/うなな/机上で実演/くじ
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,4位,私たち,大切に育てると良い大学に行く,34,73.14,こくもつの試食/みささぎ/枠の外/ニンニキニキニキ/さいころちゃらみん/きゅーきゅー/一石投じ男/ゴボウボゴ/道化(2)/kamenoue/前後左右/バルミューダ大佐(2)/かるかん圭(2)/少しだけ賢い(2)/たんぱく室/ケムケムケムッソ/懸垂ができる(2)/業務用虚無/0Shara/3ねこ/ラスター(2)/ガッボデ/takumidori(3)/板野/ニューロン(2)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,6位,うなな,成人向けの口の開き方してる,32,70.95,こくもつの試食/さけのなかのいくら/みささぎ/キーちゃん/メロディックストーム/座椅子/シュヴァルツ/八子八百/武山(2)/ザイチェフ閣下/はっぴーえんど/しっとりペンチ(3)/一石投じ男/道化(3)/kevin/灰谷(2)/たんぱく室/チキン南蛮(2)/3ねこ(2)/ガッボデ/のの/ニューロン/ハミカワ(2)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,7位,ちきちきた,液体のリカちゃんが仲間入り,31,69.86,さけのなかのいくら/ワッショイサンバ(2)/Gully/ましましのしま/キーちゃん/メロディックストーム/座椅子/アイヘイトウィンター/長谷川キモ彦/うんも/kamenoue/kevin/春屋○イ/かるかん圭(2)/散々七拍子(2)/omiun/ネオ/少しだけ賢い/ラメ絶対/たる棒/うなな/机上で実演/Ｓ.虚無(3)/たこ焼きボンバー/AYAKA(2)
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,7位,メロディックストーム,リカたちは買われた展、開催へ,31,69.86,とろ/ムエタイ/キーちゃん/遠くを見ている/ニンニキニキニキ/シュヴァルツ/八子八百/きゅーきゅー/品のないゴリラ/前後左右/実家に帰った鶴/散々七拍子/ふもー/灰谷(2)/水谷新太郎/うわぁ(3)/チキン南蛮(2)/よしんば(2)/Kazuword(3)/うなな/Ｓ.虚無/くじ/たこ焼きボンバー/AYAKA
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,9位,うわぁ,産める,29,67.67,こくもつの試食/Gully/メロディックストーム/座椅子/八子八百/シーサイド品川/しっとりペンチ(2)/長谷川キモ彦/また師走が来たよ(2)/白黒まみれ(2)/omiun/ふもー/灰谷(2)/少しだけ賢い/たんぱく室/懸垂ができる/チキン南蛮/セトピア(3)/Kazuword/机上で実演(2)/たこ焼きボンバー/ハミカワ
4476_6270_UHY,2022-06-08,117人,リカちゃん人形 衝撃の新展開、どんな？,NA,9位,ひが,振ると泡立つ,29,67.67,こくもつの試食/さけのなかのいくら/みささぎ(2)/ムエタイ/メロディックストーム/さいころちゃらみん/きゅーきゅー/アイヘイトウィンター/長谷川キモ彦/れれれのれき/前後左右/猫屋敷/バルミューダ大佐(3)/かるかん圭/ネオ/少しだけ賢い/水谷新太郎/渡利　巣手呂(2)/seno/うなな/机上で実演/ニューロン/AYAKA/ハミカワ(2)
