お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,1位,遠くを見ている,皆さん帰りはどうされるんですか,60,106.79,人望刃(3)/かぎの/tomo(2)/ありすbot/灰根(3)/メロディックストーム/板野/まつもとたろう/キーちゃん/hp/男も育休(2)/はっぴーえんど/思想半/モー点レギュラー(2)/春屋○イ/たこかいな(3)/Longab(2)/うなな(2)/うんも/のの/@obasuma(2)/架空/バルミューダ大佐/また師走が来たよ(2)/ラスター(3)/ポテトマト/シーサイド品川/パピ4/seno/武山(3)/こむら返り(3)/道化(3)/きゅーきゅー(3)/カタン/業務用虚無(3)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,2位,ガッボデ,おい、カーテン閉めろ,36,79.24,人望刃/かぎの/ねこライト/Normal boy(2)/B群/灰根/資本ネコ/板野/まつもとたろう/キーちゃん/机上で実演/hp/ザイチェフ閣下/みやまる(2)/omiun(2)/思想半(2)/春屋○イ/のの/秋/@obasuma/うわぁ/架空/バルミューダ大佐(3)/ラスター(3)/セトピア/遠くを見ている/業務用虚無(2)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,3位,シュヴァルツ,まもなく離陸いたします,33,75.8,小春製菓(2)/かぎの(2)/ねこライト(3)/揚げたてメンチメン/マグカップ/灰根(2)/ニンニキニキニキ/hp/モー点レギュラー(2)/たかだか竹田/@obasuma/うわぁ(3)/しっとりペンチ(3)/バルミューダ大佐(2)/seno/ばいなら/こむら返り(2)/きゅーきゅー(2)/業務用虚無(2)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,4位,kamenoue,真下に見えますのが、,31,73.5,かぎの/ねこライト(2)/マグカップ(2)/Normal boy/B群(2)/灰根(2)/ガッボデ/シュヴァルツ/山渕/机上で実演/みやまる(2)/はっぴーえんど/くちおば/春屋○イ/のの/秋/3ねこ/八子八百(2)/水谷新太郎/バンキ/パピ4/インペリアルおじさん/業務用虚無(3)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,5位,魂の裏切りの夜,なんかループしてますねこの街,30,72.35,小春製菓/ねこライト/ありすbot/B群/ガッボデ/シュヴァルツ(2)/ましましのしま/はっぴーえんど/春屋○イ/たこかいな/マラカッチ♂/りんりん(2)/八子八百/水谷新太郎/ワッショイサンバ/渡利　巣手呂/シーサイド品川/セトピア(2)/遠くを見ている/seno/こむら返り(2)/道化/きゅーきゅー(2)/業務用虚無(2)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,6位,後鳥羽JK,右手に見えますのが、皆さまが本来乗るはずだったバスです,29,71.21,小春製菓/かぎの(2)/揚げたてメンチメン/ちきちきた/Ｓ.虚無(3)/灰根/ガッボデ/資本ネコ/ニンニキニキニキ/ましましのしま/hp/男も育休/omiun/一石投じ男/さざなみのユウ/うなな/のの/毒桃/水猫ラテ(2)/武山/きゅーきゅー/カタン/業務用虚無(3)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,7位,ありすbot,我々何があっても連帯責任ですので,25,66.61,ちきちきた/しゅうぴょんz/マグカップ/ガッボデ/メロディックストーム/板野/まつもとたろう/うんも(2)/のの/@obasuma/うわぁ/3ねこ/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/れれれのれき(2)/セトピア/こむら返り/道化(3)/きゅーきゅー(2)/業務用虚無(2)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,8位,のの,正直見てられない渋いだけの山が続きます,23,64.32,小春製菓/Normal boy(2)/ガッボデ/まつもとたろう/ましましのしま/インド哲学(2)/たかだか竹田/春屋○イ/寺井/Longab/3ねこ(2)/八子八百/ラメ絶対/パピ4/seno/こむら返り/道化(3)/業務用虚無
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,8位,私たち,つぎは命を守るための歌,23,64.32,小春製菓/みやまる/男も育休/くちおば/うなな(2)/うんも/のの/秋(2)/架空/八子八百/毒桃(2)/ワッショイサンバ(2)/渡利　巣手呂(2)/シーサイド品川/パピ4/遠くを見ている/きゅーきゅー/カタン
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,10位,小春製菓,右手から消えてまいりますのが、ありふれた日常でございます,22,63.17,ニンニキニキニキ/机上で実演/ましましのしま(3)/大納言/omiun/思想半/寺井/Longab/@obasuma/しっとりペンチ(3)/毒桃(3)/れれれのれき/セトピア/武山/業務用虚無(2)
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,11位,インペリアルおじさん,本日は理詰めのスタンスで参ります,21,62.02,マグカップ(2)/Normal boy/シュヴァルツ/山渕/ニンニキニキニキ/インド哲学/ザイチェフ閣下/男も育休/大納言/さいころちゃらみん(2)/たかだか竹田/寺井/りんりん(3)/3ねこ/八子八百/seno/きゅーきゅー
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,12位,3ねこ,寝てるけどお前に言ってるんだよ,20,60.88,かぎの/ねこライト/資本ネコ(2)/メロディックストーム/板野/まつもとたろう/ザイチェフ閣下(2)/男も育休/思想半(2)/たこかいな/寺井/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/渡利　巣手呂(2)/ばいなら(2)/武山
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,12位,こしかわ,このバスの中に1つだけ穴の空いたエチケット袋があります。,20,60.88,キーちゃん/机上で実演/大納言/思想半(2)/サメVS巨大タコス/たかだか竹田/Longab(2)/のの/@obasuma(2)/うわぁ/ｼｰｽﾞｰｷｬﾊﾞﾘｱ/ラメ絶対/seno/ばいなら/きゅーきゅー/カタン/業務用虚無
8672_7275_QFU,2022-06-01,123人,バスガイドが言った、とても恐ろしいこと,NA,12位,武山,申し遅れました私、何者でもございません,20,60.88,かね/灰根/板野/キーちゃん/ニンニキニキニキ/omiun/くちおば/たかだか竹田/たこかいな/架空/ワッショイサンバ(2)/れれれのれき/シーサイド品川/水猫ラテ(2)/ばいなら/インペリアルおじさん(2)/業務用虚無
