お題No,日付,参加人数,お題,お題画像,順位,名前,ボケ,得票数,偏差値,投票者
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,1位,shu,歌詞を褒められる,74,95.16,半ちく(2)/ノビッタ(2)/三色パン(3)/ゆとれすと/クープラン/ねくび/あぐら/やんわり/えーす/ジェンツーペンギン(2)/白犬/大王(本物)(3)/何ともなきふぐ汁/電車を止める少女/尾崎愉快犯(3)/紫式部舌ピ/約13個入り/釜ちびちび/メソッド/屋内用雨傘/浅間山から真っ逆さま/アレルゲン/鳴子レプシー/💃/黒胡椒/フェイクファー/柳田(3)/まったん冷え性/へなちょこ/木耳石(3)/インドスカイ/ぼんぷおぶぼんぷ(2)/みつやLoL/生身/ねくろまんさー/鵺野凛音/なしん/マルイは二進法で5/五右衛門センター/ちきちきた/業務用虚無/スイートランド/犬ドリル/りくがめ/お雑煮ボーリング/クロレラサイダー/レフトベアー(2)/拒絶卑猥は神(2)/やる/懐ヒロイン/山田生姜/three-all/りゅーとぴあ/アジシオおむすび/ギャラクシー/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,2位,BBG,来た人から歌う,65,87.61,半ちく(2)/いち/くろぶち/チョリ葬/899/ノビッタ(2)/三色パン(3)/ゆとれすと/ゆゆゆゆ/あぐら/やんわり/アンダンテ/ジェンツーペンギン(2)/GoodLuck/もるぺちda/白犬/やもりみゆき(3)/はてなぞ/こんなところにエビチリ(3)/いりまめ/ドロレス・グランギニョル/電車を止める少女/らうかった/骨密度/約13個入り/あまちゃんIII/釜ちびちび/メソッド/よしなににしよな(2)/よんろくにーにー/鳴子レプシー/飛び/やなな/腓/佐々木虚像/akiyuki(2)/pao/あとひとつ流星群/綿白 雪/ねくろまんさー/犬クジラ/マルイは二進法で5/ポレモロ/まちょ/りくがめ/shu(2)/拒絶卑猥は神/はちわれ/three-all/ギャラクシー/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,3位,へなちょこ,「今ズレた」の実況がいる,55,79.21,半ちく/いち/森さんです。/りす/えーす(2)/森林/ジェンツーペンギン/もるぺちda/白犬/kishimun(2)/いりまめ/ととまる/紫式部舌ピ/釜ちびちび/メソッド/ウメ/もりそば/屋内用雨傘/浅間山から真っ逆さま/アレルゲン/よんろくにーにー/Mebiria/鳴子レプシー/nimuemu/腓(2)/ダンボール重戦車/瞳孔/みつやLoL/しまあぢろう/無明海/Alto(2)/きなこあげぱん/鳥たち(2)/業務用虚無(3)/まちょ/お雑煮ボーリング/するめ大夫/クロレラサイダー/shu/TMY/シダ植物/やる/ロキ/錆缶/ホトココア/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,3位,約13個入り,一人減らしてやり直せる,55,79.21,いち/くろぶち/899/ノビッタ(2)/ゆとれすと/りす/あぐら/ジェンツーペンギン/白犬/kishimun/いりまめ(2)/何ともなきふぐ汁/絶命/釜ちびちび/ウメ/アレルゲン/よんろくにーにー/Mebiria/飛び/やなな/腓(2)/まったん冷え性/ダンボール重戦車(2)/pao/あとひとつ流星群/生身(2)/ねくろまんさー(2)/犬クジラ/きなこあげぱん/マルイは二進法で5/業務用虚無(2)/わたぬきまりな/お雑煮ボーリング(2)/枡田アンディ/完備(2)/shu/副菜(2)/山田生姜/ホトココア/たこかいな(3)/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,5位,副菜,だんだん酸素が減る,49,74.18,北千住柱間/半ちく/いち/ノビッタ/ゆとれすと/あぐら/ちーぽり(2)/やもりみゆき/こんなところにエビチリ/morisho/ととまる/電車を止める少女/mint(2)/メソッド/ウメ/視床下部/屋内用雨傘/💃/飛び/黒胡椒/フェイクファー/ぽぽぽまる/瞳孔/インドスカイ/Shikuramen23/犬クジラ/鳥たち/ちきちきた/業務用虚無/スイートランド/覇道きてぃ/にじょー/りくがめ/枡田アンディ/goigois(2)/完備/クロレラサイダー/ノコノコdeath/シダ植物/やる/ドンドコドゥン/ロキ/ホトココア/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,6位,犬ドリル,戦犯を決められる,45,70.82,半ちく/クルペッコの手羽元/りす/やんわり/イヘウュシ/GoodLuck/やもりみゆき/もんさん/kishimun(2)/電車を止める少女/骨密度/約13個入り/ウメ/もりそば/屋内用雨傘/Mebiria/nimuemu/💃/迷探亭困難/フェイクファー/まったん冷え性/pokka/瞳孔/インドスカイ/あとひとつ流星群/綿白 雪/Alto/MM/ネクストン/鵺野凛音/ちきちきた/お雑煮ボーリング/ゼロの使い魔(3)/クロレラサイダー/shu/ノコノコdeath/山田生姜/りゅーとぴあ/アジシオおむすび/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,7位,Mebiria,間違えると、全員その人の方を向く,43,69.14,いち/森さんです。/くろぶち/ゆゆゆゆ/あぐら/白犬/morisho/何ともなきふぐ汁/メソッド/ウメ/屋内用雨傘/浅間山から真っ逆さま/nimuemu/黒胡椒/まったん冷え性/へなちょこ/akiyuki/コリドール回廊/瞳孔/ミラー/腸煮崩れ/しまあぢろう(2)/生身/MM/鼻腔炭酸/ポレモロ/業務用虚無(2)/覇道きてぃ/おきよ/犬ドリル/シダ植物/やる/副菜(2)/懐ヒロイン/three-all/アジシオおむすび/ホトココア/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,7位,鵺野凛音,ボディビルみたいなヤジが飛ぶ,43,69.14,半ちく/899/ゆとれすと/やんわり/イヘウュシ/フデイシ/kishimun(2)/メソッド/屋内用雨傘/アレルゲン/飛び/黒胡椒/ぽぽぽまる/佐々木虚像/ダンボール重戦車/コリドール回廊/腸煮崩れ/みつやLoL/きなこあげぱん/鼻腔炭酸/業務用虚無(2)/まちょ/おきよ/ゼロの使い魔/完備/レフトベアー(2)/拒絶卑猥は神(3)/シダ植物/やる/はちわれ/副菜/山田生姜/ロキ/たこかいな(2)/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,9位,メソッド,エンタの神様みたいに紹介される,42,68.3,森さんです。/チョリ葬/クルペッコの手羽元/アンダンテ/常闇(2)/ウメ/浅間山から真っ逆さま/茄ッ子/Mebiria/nimuemu/黒胡椒/フェイクファー/腓(2)/柳田(2)/砂漠/インドスカイ/ぼんぷおぶぼんぷ(2)/腸煮崩れ/みつやLoL/ねくろまんさー/ふにゃら(3)/犬クジラ/なしん/ちきちきた/業務用虚無/スイートランド/りくがめ/シダ植物/山田生姜/ロキ/錆缶/アジシオおむすび/世間知らず高校生/投票ボーナス(3)
1118_0523_LAD,2023-10-13,169人,こんな合唱コンクールは嫌だ,NA,9位,レフトベアー,サンボマスターの歌い方するやつがいる,42,68.3,くろぶち/チョリ葬/899/三色パン/イヘウュシ/もるぺちda/白犬/常闇(2)/大王(本物)/いりまめ/電車を止める少女/あまちゃんIII/もりそば/屋内用雨傘/浅間山から真っ逆さま/アレルゲン/茄ッ子/まったん冷え性/ダンボール重戦車/ぼんぷおぶぼんぷ(2)/あとひとつ流星群/ねくろまんさー/Shikuramen23/ネクストン/鵺野凛音/五右衛門センター/スイートランド/sakasama/するめ大夫/ノコノコdeath/シダ植物/懐ヒロイン(2)/山田生姜/錆缶/アジシオおむすび/世間知らず高校生/投票ボーナス(3)
